Game Turn, Range, Value, Seed, Type, Location
261, 6, 2, 1163611246, sync, Random Direction
261, 8, 7, 1681735439, sync, Random Direction
262, 2, 0, 3957627804, sync, GetNextBuyablePlot picker
262, 1, 0, 241695141, sync, GetNextBuyablePlot picker
262, 1, 0, 3404972410, sync, GetNextBuyablePlot picker
262, 3, 1, 1293466923, sync, GetNextBuyablePlot picker
262, 1, 0, 2540557704, sync, GetNextBuyablePlot picker
262, 100, 19, 2684586785, sync, City Rebellion Roll
262, 1, 0, 845970246, sync, GetNextBuyablePlot picker
262, 1, 0, 2749628679, sync, GetNextBuyablePlot picker
262, 1, 0, 3536765492, sync, GetNextBuyablePlot picker
262, 1, 0, 694990941, sync, GetNextBuyablePlot picker
262, 1, 0, 4167370194, sync, GetNextBuyablePlot picker
262, 12, 3, 1563797155, sync, Unit Combat Damage
262, 1, 0, 1303367072, sync, GetNextBuyablePlot picker
262, 1, 0, 1312914777, sync, GetNextBuyablePlot picker
262, 1, 0, 3521752350, sync, GetNextBuyablePlot picker
262, 1, 0, 376572415, sync, GetNextBuyablePlot picker
262, 2, 0, 3352568780, sync, GetNextBuyablePlot picker
262, 5, 3, 872650261, sync, GetNextBuyablePlot picker
262, 4, 0, 2793372970, sync, GetNextBuyablePlot picker
262, 2, 1, 887572251, sync, GetNextBuyablePlot picker
262, 1, 0, 3624251576, sync, GetNextBuyablePlot picker
262, 1, 0, 479493777, sync, GetNextBuyablePlot picker
262, 12, 10, 519062006, sync, Unit Combat Damage
262, 1, 0, 3668523511, sync, GetNextBuyablePlot picker
262, 1, 0, 901849188, sync, GetNextBuyablePlot picker
262, 1, 0, 745632461, sync, GetNextBuyablePlot picker
262, 1, 0, 1423345538, sync, GetNextBuyablePlot picker
262, 12, 11, 1294827155, sync, Unit Combat Damage
262, 1, 0, 4053917392, sync, GetNextBuyablePlot picker
262, 3, 2, 1487892169, sync, GetNextBuyablePlot picker
262, 1, 0, 4008286670, sync, GetNextBuyablePlot picker
262, 1, 0, 698839279, sync, GetNextBuyablePlot picker
262, 3, 0, 3364755452, sync, Generating a random new Great Person
262, 1, 0, 951529093, sync, GetNextBuyablePlot picker
262, 1, 0, 3054077146, sync, GetNextBuyablePlot picker
262, 1, 0, 2200186123, sync, GetNextBuyablePlot picker
262, 3, 0, 2107815912, sync, GetNextBuyablePlot picker
262, 2, 0, 935407105, sync, GetNextBuyablePlot picker
262, 3, 2, 1862997158, sync, GetNextBuyablePlot picker
262, 1, 0, 3328610023, sync, GetNextBuyablePlot picker
262, 2, 0, 3873401492, sync, GetNextBuyablePlot picker
262, 5, 2, 1645324605, sync, Random Direction
262, 5, 4, 2235815218, sync, Random Direction
262, 8, 0, 4286788227, sync, Random Direction
262, 1, 0, 412261376, sync, GetNextBuyablePlot picker
262, 7, 5, 3388251193, sync, Random Direction
262, 14, 12, 3520467582, sync, Random Direction
262, 11, 9, 3711726559, sync, Random Direction
262, 3, 0, 3682957356, sync, GetNextBuyablePlot picker
262, 4, 2, 1081721589, sync, Random Direction
262, 1, 0, 2344409226, sync, GetNextBuyablePlot picker
262, 9, 3, 2384359163, sync, Random Direction
262, 11, 9, 1508371224, sync, Random Direction
262, 10, 1, 3723532657, sync, Random Direction
262, 2, 0, 748155734, sync, GetNextBuyablePlot picker
262, 8, 5, 1398472663, sync, Random Direction
262, 7, 4, 2935791812, sync, Random Direction
262, 4, 3, 2518965165, sync, Random Direction
262, 1, 0, 3593989858, sync, GetNextBuyablePlot picker
262, 2, 1, 1701167731, sync, GetNextBuyablePlot picker
262, 5, 4, 3313829168, sync, Random Direction
262, 5, 2, 3562538409, sync, Random Direction
262, 18, 9, 2229933870, sync, Random Direction
262, 8, 5, 2253394639, sync, Random Direction
262, 7, 5, 2968339548, sync, Random Direction
262, 17, 1, 3674362725, sync, Random Direction
262, 13, 4, 444889146, sync, Random Direction
262, 1, 0, 1575292139, sync, Random Direction
262, 3, 1, 1832405576, sync, Random Direction
262, 5, 0, 1665777889, sync, Random Direction
263, 2, 0, 238149126, sync, GetNextBuyablePlot picker
263, 1, 0, 2072349895, sync, GetNextBuyablePlot picker
263, 1, 0, 2980823796, sync, GetNextBuyablePlot picker
263, 3, 0, 3091237405, sync, GetNextBuyablePlot picker
263, 1, 0, 1291703442, sync, GetNextBuyablePlot picker
263, 100, 25, 2579770979, sync, City Rebellion Roll
263, 5, 1, 1111235168, sync, Generating a random new Great Person
263, 1, 0, 1239460633, sync, GetNextBuyablePlot picker
263, 1, 0, 2535499742, sync, GetNextBuyablePlot picker
263, 1, 0, 2143374783, sync, GetNextBuyablePlot picker
263, 1, 0, 3954736268, sync, GetNextBuyablePlot picker
263, 1, 0, 1942478805, sync, GetNextBuyablePlot picker
263, 9, 5, 1712022506, sync, Random Promotion
263, 8, 0, 2621900507, sync, Random Promotion
263, 7, 6, 381080952, sync, Random Promotion
263, 6, 0, 4088636497, sync, Random Promotion
263, 5, 1, 657708214, sync, Random Promotion
263, 4, 2, 916796855, sync, Random Promotion
263, 3, 0, 2638205220, sync, Random Promotion
263, 2, 0, 1270690957, sync, Random Promotion
263, 1, 0, 1470137922, sync, Random Promotion
263, 12, 3, 3511514707, sync, Unit Combat Damage
263, 12, 0, 1329257360, sync, Unit Combat Damage
263, 12, 9, 206933129, sync, Unit Combat Damage
263, 1, 0, 3426010254, sync, GetNextBuyablePlot picker
263, 1, 0, 439297199, sync, GetNextBuyablePlot picker
263, 1, 0, 1369055420, sync, GetNextBuyablePlot picker
263, 1, 0, 3254872133, sync, GetNextBuyablePlot picker
263, 2, 1, 851221402, sync, GetNextBuyablePlot picker
263, 5, 1, 2228444363, sync, GetNextBuyablePlot picker
263, 4, 0, 1145474216, sync, GetNextBuyablePlot picker
263, 1, 0, 47530945, sync, GetNextBuyablePlot picker
263, 1, 0, 2545473382, sync, GetNextBuyablePlot picker
263, 1, 0, 1782119079, sync, GetNextBuyablePlot picker
263, 12, 10, 3670788948, sync, Unit Combat Damage
263, 1, 0, 3618724605, sync, GetNextBuyablePlot picker
263, 1, 0, 2095776754, sync, GetNextBuyablePlot picker
263, 1, 0, 1248893507, sync, GetNextBuyablePlot picker
263, 1, 0, 1405372608, sync, GetNextBuyablePlot picker
263, 12, 9, 2101193209, sync, Unit Combat Damage
263, 1, 0, 3433131326, sync, GetNextBuyablePlot picker
263, 3, 2, 2348324767, sync, GetNextBuyablePlot picker
263, 1, 0, 4211421420, sync, GetNextBuyablePlot picker
263, 1, 0, 950398133, sync, GetNextBuyablePlot picker
263, 1, 0, 3049463626, sync, GetNextBuyablePlot picker
263, 1, 0, 3570994875, sync, GetNextBuyablePlot picker
263, 1, 0, 2726981592, sync, GetNextBuyablePlot picker
263, 3, 0, 3155533617, sync, GetNextBuyablePlot picker
263, 2, 1, 1016849942, sync, GetNextBuyablePlot picker
263, 3, 2, 3649035159, sync, GetNextBuyablePlot picker
263, 1, 0, 3189944708, sync, GetNextBuyablePlot picker
263, 2, 0, 1458830701, sync, GetNextBuyablePlot picker
263, 6, 1, 208162210, sync, Random Direction
263, 5, 2, 1029478963, sync, Random Direction
263, 5, 4, 2379964912, sync, Random Direction
263, 1, 0, 3990881129, sync, GetNextBuyablePlot picker
263, 10, 8, 3584139758, sync, Random Direction
263, 14, 7, 3778848399, sync, Random Direction
263, 17, 7, 2200743196, sync, Random Direction
263, 3, 0, 1986817317, sync, GetNextBuyablePlot picker
263, 2, 1, 1158278906, sync, Random Direction
263, 1, 0, 3144096939, sync, GetNextBuyablePlot picker
263, 9, 4, 3437592328, sync, Random Direction
263, 7, 2, 1922807457, sync, Random Direction
263, 7, 0, 1601700038, sync, Random Direction
263, 2, 1, 360241287, sync, GetNextBuyablePlot picker
263, 7, 4, 3050800052, sync, Random Direction
263, 9, 7, 2820414429, sync, Random Direction
263, 7, 5, 3462619986, sync, Random Direction
263, 1, 0, 3422582307, sync, GetNextBuyablePlot picker
263, 2, 0, 1111697184, sync, GetNextBuyablePlot picker
263, 9, 3, 256088281, sync, Random Direction
263, 6, 5, 1764778654, sync, Random Direction
263, 8, 1, 3956953471, sync, Random Direction
263, 4, 2, 939758924, sync, Random Direction
263, 6, 0, 3050039701, sync, Random Direction
263, 13, 10, 121375402, sync, Random Direction
263, 14, 6, 3377235611, sync, Random Direction
263, 4, 0, 2105195064, sync, Random Direction
263, 7, 2, 290359825, sync, Random Direction
263, 15, 6, 1722296182, sync, Random Direction
263, 13, 6, 1826812279, sync, Random Direction
263, 1, 0, 2067612132, sync, Random Direction
263, 4, 2, 4253070925, sync, Random Direction
263, 7, 6, 3018278146, sync, Random Direction
264, 2, 1, 4060818963, sync, GetNextBuyablePlot picker
264, 1, 0, 3967719504, sync, GetNextBuyablePlot picker
264, 1, 0, 1647274569, sync, GetNextBuyablePlot picker
264, 3, 0, 4261982030, sync, GetNextBuyablePlot picker
264, 1, 0, 863017071, sync, GetNextBuyablePlot picker
264, 100, 23, 1245505916, sync, City Rebellion Roll
264, 1, 0, 1023107589, sync, GetNextBuyablePlot picker
264, 1, 0, 2747560538, sync, GetNextBuyablePlot picker
264, 1, 0, 3776466059, sync, GetNextBuyablePlot picker
264, 1, 0, 3173851496, sync, GetNextBuyablePlot picker
264, 1, 0, 2329221505, sync, GetNextBuyablePlot picker
264, 25, 21, 2236045862, sync, Choosing a Citizen Name
264, 1, 0, 3694995047, sync, GetNextBuyablePlot picker
264, 1, 0, 1114041364, sync, GetNextBuyablePlot picker
264, 1, 0, 1295568061, sync, GetNextBuyablePlot picker
264, 1, 0, 2260660914, sync, GetNextBuyablePlot picker
264, 2, 0, 1961607683, sync, GetNextBuyablePlot picker
264, 5, 3, 1859171712, sync, GetNextBuyablePlot picker
264, 4, 2, 2804578233, sync, GetNextBuyablePlot picker
264, 1, 0, 2946861054, sync, GetNextBuyablePlot picker
264, 1, 0, 3848174431, sync, GetNextBuyablePlot picker
264, 1, 0, 4249594284, sync, GetNextBuyablePlot picker
264, 1, 0, 3455178357, sync, GetNextBuyablePlot picker
264, 1, 0, 4073596426, sync, GetNextBuyablePlot picker
264, 1, 0, 655978107, sync, GetNextBuyablePlot picker
264, 1, 0, 329233560, sync, GetNextBuyablePlot picker
264, 1, 0, 1234593009, sync, GetNextBuyablePlot picker
264, 3, 2, 1798346966, sync, GetNextBuyablePlot picker
264, 1, 0, 4257642327, sync, GetNextBuyablePlot picker
264, 1, 0, 3928457796, sync, GetNextBuyablePlot picker
264, 1, 0, 3239796525, sync, GetNextBuyablePlot picker
264, 1, 0, 2574609506, sync, GetNextBuyablePlot picker
264, 1, 0, 3553702387, sync, GetNextBuyablePlot picker
264, 3, 0, 1111260848, sync, GetNextBuyablePlot picker
264, 2, 1, 1316733225, sync, GetNextBuyablePlot picker
264, 2, 1, 3997297838, sync, GetNextBuyablePlot picker
264, 55, 46, 3301112399, sync, Choosing a City Name
264, 1, 0, 3613578716, sync, GetNextBuyablePlot picker
264, 2, 1, 375801573, sync, GetNextBuyablePlot picker
264, 6, 5, 2906924474, sync, Random Direction
264, 8, 5, 4049529963, sync, Random Direction
264, 1, 0, 3073733576, sync, GetNextBuyablePlot picker
264, 7, 6, 2679729249, sync, Random Direction
264, 10, 9, 4110345094, sync, Random Direction
264, 10, 1, 4185777223, sync, Random Direction
264, 3, 0, 739378292, sync, GetNextBuyablePlot picker
264, 3, 1, 650079645, sync, Random Direction
264, 1, 0, 2002104850, sync, GetNextBuyablePlot picker
264, 9, 5, 933920227, sync, Random Direction
264, 5, 4, 2793731040, sync, Random Direction
264, 8, 1, 3895084697, sync, Random Direction
264, 5, 0, 785964382, sync, Random Direction
264, 2, 1, 444405055, sync, GetNextBuyablePlot picker
264, 6, 0, 3514134028, sync, Random Direction
264, 8, 0, 533705557, sync, Random Direction
264, 4, 2, 483488106, sync, Random Direction
264, 1, 0, 3082274395, sync, GetNextBuyablePlot picker
264, 2, 0, 3172032248, sync, GetNextBuyablePlot picker
264, 5, 4, 925183953, sync, Random Direction
264, 7, 3, 3691854390, sync, Random Direction
264, 19, 15, 1965190455, sync, Random Direction
264, 8, 2, 3430511268, sync, Random Direction
264, 18, 10, 1601959949, sync, Random Direction
264, 7, 2, 2490024898, sync, Random Direction
264, 18, 14, 1663477203, sync, Random Direction
264, 8, 4, 3526169872, sync, Random Direction
264, 1, 0, 2482833417, sync, Random Direction
264, 4, 2, 2602916366, sync, Random Direction
264, 9, 4, 2771110959, sync, Random Direction
265, 2, 1, 2268492348, sync, GetNextBuyablePlot picker
265, 1, 0, 3211074501, sync, GetNextBuyablePlot picker
265, 1, 0, 3420522778, sync, GetNextBuyablePlot picker
265, 3, 0, 62061643, sync, GetNextBuyablePlot picker
265, 1, 0, 1226208808, sync, GetNextBuyablePlot picker
265, 12, 4, 2172694337, sync, Unit Combat Damage
265, 1, 0, 1719049446, sync, GetNextBuyablePlot picker
265, 1, 0, 2217939495, sync, GetNextBuyablePlot picker
265, 1, 0, 3396390100, sync, GetNextBuyablePlot picker
265, 1, 0, 3496476285, sync, GetNextBuyablePlot picker
265, 1, 0, 4253000050, sync, GetNextBuyablePlot picker
265, 1, 0, 2729748931, sync, GetNextBuyablePlot picker
265, 1, 0, 578282048, sync, GetNextBuyablePlot picker
265, 1, 0, 1903887737, sync, GetNextBuyablePlot picker
265, 1, 0, 3248644798, sync, GetNextBuyablePlot picker
265, 2, 0, 2301501215, sync, GetNextBuyablePlot picker
265, 5, 0, 1729684076, sync, GetNextBuyablePlot picker
265, 4, 0, 102596661, sync, GetNextBuyablePlot picker
265, 1, 0, 899542218, sync, GetNextBuyablePlot picker
265, 1, 0, 1621069371, sync, GetNextBuyablePlot picker
265, 1, 0, 3186080088, sync, GetNextBuyablePlot picker
265, 12, 1, 674425521, sync, Unit Combat Damage
265, 12, 7, 387320726, sync, Unit Combat Damage
265, 1, 0, 2549011223, sync, GetNextBuyablePlot picker
265, 1, 0, 2412450564, sync, GetNextBuyablePlot picker
265, 1, 0, 3529146605, sync, GetNextBuyablePlot picker
265, 1, 0, 136268578, sync, GetNextBuyablePlot picker
265, 1, 0, 3162737075, sync, GetNextBuyablePlot picker
265, 3, 0, 1265130352, sync, Generating a random new Great Person
265, 12, 3, 267075305, sync, Unit Combat Damage
265, 1, 0, 1166735214, sync, GetNextBuyablePlot picker
265, 3, 2, 1084427791, sync, GetNextBuyablePlot picker
265, 1, 0, 3796876956, sync, GetNextBuyablePlot picker
265, 1, 0, 2964316325, sync, GetNextBuyablePlot picker
265, 1, 0, 1978866810, sync, GetNextBuyablePlot picker
265, 1, 0, 1267498027, sync, GetNextBuyablePlot picker
265, 1, 0, 3974637704, sync, GetNextBuyablePlot picker
265, 3, 1, 2086855201, sync, GetNextBuyablePlot picker
265, 2, 0, 1569097286, sync, GetNextBuyablePlot picker
265, 2, 0, 1867821063, sync, GetNextBuyablePlot picker
265, 1, 0, 555435316, sync, GetNextBuyablePlot picker
265, 1, 0, 569016157, sync, Random Direction
265, 1, 0, 43303122, sync, GetNextBuyablePlot picker
265, 2, 1, 3766633891, sync, GetNextBuyablePlot picker
265, 4, 3, 2277605536, sync, Random Direction
265, 1, 0, 3730093145, sync, GetNextBuyablePlot picker
265, 2, 1, 2396657694, sync, Random Direction
265, 15, 9, 2338953471, sync, Random Direction
265, 10, 5, 2630747852, sync, Random Direction
265, 3, 2, 2543009045, sync, GetNextBuyablePlot picker
265, 6, 0, 4186675242, sync, Random Direction
265, 1, 0, 591971867, sync, GetNextBuyablePlot picker
265, 7, 6, 1178256312, sync, Random Direction
265, 11, 3, 3874985361, sync, Random Direction
265, 5, 0, 1176702198, sync, Random Direction
265, 5, 1, 119777527, sync, Random Direction
265, 2, 0, 1303667556, sync, GetNextBuyablePlot picker
265, 7, 6, 1332672973, sync, Random Direction
265, 11, 6, 3823829634, sync, Random Direction
265, 4, 3, 2556419475, sync, Random Direction
265, 1, 0, 3372634576, sync, GetNextBuyablePlot picker
265, 10, 4, 2608752073, sync, Random Direction
265, 11, 4, 2051720398, sync, Random Direction
265, 11, 6, 1595981807, sync, Random Direction
265, 2, 0, 2638658300, sync, GetNextBuyablePlot picker
265, 5, 0, 520000901, sync, BT Research Choice
265, 4, 0, 768761818, sync, Random Direction
265, 6, 0, 409168907, sync, Random Direction
265, 14, 4, 146967272, sync, Random Direction
265, 8, 1, 1486357761, sync, Random Direction
265, 15, 8, 705077158, sync, Random Direction
265, 6, 5, 2312814055, sync, Random Direction
265, 6, 1, 3752422804, sync, Random Direction
265, 7, 6, 788459581, sync, Random Direction
265, 1, 0, 4226617394, sync, Random Direction
265, 5, 4, 3079360899, sync, Random Direction
265, 10, 7, 3883519744, sync, Random Direction
266, 2, 0, 3320795961, sync, GetNextBuyablePlot picker
266, 1, 0, 156761470, sync, GetNextBuyablePlot picker
266, 1, 0, 3609690847, sync, GetNextBuyablePlot picker
266, 3, 1, 2100091692, sync, GetNextBuyablePlot picker
266, 1, 0, 2800282101, sync, GetNextBuyablePlot picker
266, 1, 0, 821195658, sync, GetNextBuyablePlot picker
266, 1, 0, 489385467, sync, GetNextBuyablePlot picker
266, 1, 0, 1914863128, sync, GetNextBuyablePlot picker
266, 1, 0, 3115004017, sync, GetNextBuyablePlot picker
266, 1, 0, 1594637910, sync, GetNextBuyablePlot picker
266, 1, 0, 1069084375, sync, GetNextBuyablePlot picker
266, 1, 0, 3419235268, sync, GetNextBuyablePlot picker
266, 1, 0, 1215390381, sync, GetNextBuyablePlot picker
266, 1, 0, 2737170914, sync, GetNextBuyablePlot picker
266, 2, 1, 1261674867, sync, GetNextBuyablePlot picker
266, 5, 0, 3525244976, sync, GetNextBuyablePlot picker
266, 4, 0, 200178857, sync, GetNextBuyablePlot picker
266, 1, 0, 305971758, sync, GetNextBuyablePlot picker
266, 1, 0, 614261199, sync, GetNextBuyablePlot picker
266, 1, 0, 2561894236, sync, GetNextBuyablePlot picker
266, 1, 0, 4211685989, sync, GetNextBuyablePlot picker
266, 1, 0, 2178339642, sync, GetNextBuyablePlot picker
266, 1, 0, 3585068011, sync, GetNextBuyablePlot picker
266, 1, 0, 4005403976, sync, GetNextBuyablePlot picker
266, 12, 10, 1515722721, sync, Unit Combat Damage
266, 1, 0, 3889096966, sync, GetNextBuyablePlot picker
266, 3, 1, 2126330823, sync, GetNextBuyablePlot picker
266, 1, 0, 1639138804, sync, GetNextBuyablePlot picker
266, 1, 0, 1197297949, sync, GetNextBuyablePlot picker
266, 1, 0, 3940585362, sync, GetNextBuyablePlot picker
266, 1, 0, 2319961443, sync, GetNextBuyablePlot picker
266, 1, 0, 3199782240, sync, GetNextBuyablePlot picker
266, 3, 2, 3145916953, sync, GetNextBuyablePlot picker
266, 2, 0, 4025750238, sync, GetNextBuyablePlot picker
266, 2, 0, 2120211647, sync, GetNextBuyablePlot picker
266, 1, 0, 1053646732, sync, GetNextBuyablePlot picker
266, 1, 0, 3268839125, sync, Random Direction
266, 1, 0, 2955575018, sync, GetNextBuyablePlot picker
266, 2, 0, 2277475803, sync, GetNextBuyablePlot picker
266, 1, 0, 1236723832, sync, GetNextBuyablePlot picker
266, 4, 0, 1652931409, sync, Random Direction
266, 15, 9, 598319030, sync, Random Direction
266, 15, 7, 2594612407, sync, Random Direction
266, 3, 1, 2075005988, sync, GetNextBuyablePlot picker
266, 5, 1, 1796848525, sync, Random Direction
266, 1, 0, 1294467394, sync, GetNextBuyablePlot picker
266, 6, 2, 3312899411, sync, Random Direction
266, 6, 1, 1506430608, sync, Random Direction
266, 9, 1, 846431113, sync, Random Direction
266, 5, 0, 842592142, sync, Random Direction
266, 2, 1, 286225327, sync, GetNextBuyablePlot picker
266, 4, 3, 3777872828, sync, Random Direction
266, 8, 0, 4052209477, sync, Random Direction
266, 7, 0, 207124122, sync, Random Direction
266, 1, 0, 183081931, sync, GetNextBuyablePlot picker
266, 6, 1, 3706806184, sync, Random Direction
266, 7, 3, 1104878273, sync, Random Direction
266, 2, 1, 2125947494, sync, GetNextBuyablePlot picker
266, 4, 2, 3572771239, sync, Random Direction
266, 7, 6, 2932919892, sync, Random Direction
266, 13, 4, 4139622909, sync, Random Direction
266, 6, 2, 1556561650, sync, Random Direction
266, 15, 14, 1462745411, sync, Random Direction
266, 7, 2, 4137057216, sync, Random Direction
266, 8, 2, 1313300729, sync, Random Direction
266, 2, 1, 1300650046, sync, Random Direction
266, 4, 1, 4010452639, sync, Random Direction
266, 5, 1, 1145541612, sync, Random Direction
267, 2, 0, 907285429, sync, GetNextBuyablePlot picker
267, 1, 0, 1468774986, sync, GetNextBuyablePlot picker
267, 1, 0, 3095203259, sync, GetNextBuyablePlot picker
267, 3, 0, 3239051992, sync, GetNextBuyablePlot picker
267, 1, 0, 532624945, sync, GetNextBuyablePlot picker
267, 1, 0, 567488790, sync, GetNextBuyablePlot picker
267, 1, 0, 1290062487, sync, GetNextBuyablePlot picker
267, 1, 0, 2062447748, sync, GetNextBuyablePlot picker
267, 1, 0, 2703230061, sync, GetNextBuyablePlot picker
267, 1, 0, 1967736994, sync, GetNextBuyablePlot picker
267, 1, 0, 2476833075, sync, GetNextBuyablePlot picker
267, 1, 0, 3206567152, sync, GetNextBuyablePlot picker
267, 1, 0, 3695540841, sync, GetNextBuyablePlot picker
267, 1, 0, 1259818222, sync, GetNextBuyablePlot picker
267, 2, 1, 7370127, sync, GetNextBuyablePlot picker
267, 5, 2, 2941112348, sync, GetNextBuyablePlot picker
267, 4, 1, 1798460453, sync, GetNextBuyablePlot picker
267, 1, 0, 1940867578, sync, GetNextBuyablePlot picker
267, 1, 0, 1535695787, sync, GetNextBuyablePlot picker
267, 1, 0, 4252357128, sync, GetNextBuyablePlot picker
267, 12, 7, 1264127393, sync, Unit Combat Damage
267, 12, 11, 2727873478, sync, Unit Combat Damage
267, 1, 0, 4017588103, sync, GetNextBuyablePlot picker
267, 1, 0, 2056914612, sync, GetNextBuyablePlot picker
267, 1, 0, 81257181, sync, GetNextBuyablePlot picker
267, 1, 0, 1794711122, sync, GetNextBuyablePlot picker
267, 1, 0, 3099268387, sync, GetNextBuyablePlot picker
267, 3, 0, 3828013600, sync, GetNextBuyablePlot picker
267, 1, 0, 158650329, sync, GetNextBuyablePlot picker
267, 1, 0, 2028391838, sync, GetNextBuyablePlot picker
267, 1, 0, 4078952575, sync, GetNextBuyablePlot picker
267, 1, 0, 473135180, sync, GetNextBuyablePlot picker
267, 1, 0, 123310229, sync, GetNextBuyablePlot picker
267, 3, 0, 325985706, sync, GetNextBuyablePlot picker
267, 2, 1, 551290267, sync, GetNextBuyablePlot picker
267, 2, 1, 3091582264, sync, GetNextBuyablePlot picker
267, 1, 0, 2878316817, sync, GetNextBuyablePlot picker
267, 14, 5, 3009475190, sync, Random Direction
267, 1, 0, 1735090295, sync, Random Direction
267, 1, 0, 2468775140, sync, GetNextBuyablePlot picker
267, 2, 0, 272383309, sync, GetNextBuyablePlot picker
267, 1, 0, 987873282, sync, GetNextBuyablePlot picker
267, 5, 4, 3727396115, sync, Random Direction
267, 13, 10, 3443067728, sync, Random Direction
267, 9, 0, 3533463881, sync, Random Direction
267, 3, 0, 430955086, sync, GetNextBuyablePlot picker
267, 6, 2, 716695407, sync, Random Direction
267, 1, 0, 1739295868, sync, GetNextBuyablePlot picker
267, 4, 1, 2361444613, sync, Random Direction
267, 8, 4, 1781747034, sync, Random Direction
267, 5, 1, 2265287563, sync, Random Direction
267, 4, 0, 1717761128, sync, Random Direction
267, 2, 1, 789180545, sync, GetNextBuyablePlot picker
267, 9, 0, 3544769830, sync, Random Direction
267, 8, 1, 222254439, sync, Random Direction
267, 4, 1, 614919956, sync, Random Direction
267, 1, 0, 1969492925, sync, GetNextBuyablePlot picker
267, 9, 8, 3134074290, sync, Random Direction
267, 10, 2, 3848397059, sync, Random Direction
267, 2, 0, 1217259648, sync, GetNextBuyablePlot picker
267, 5, 0, 1950559929, sync, BT Research Choice
267, 4, 2, 351105790, sync, Random Direction
267, 3, 1, 2962721375, sync, Random Direction
267, 51, 49, 2166951084, sync, Random Direction
267, 6, 5, 4183752053, sync, Random Direction
267, 35, 10, 3693723914, sync, Random Direction
267, 7, 6, 1314155899, sync, Random Direction
267, 7, 1, 4218439576, sync, Random Direction
267, 5, 4, 1009712113, sync, Random Direction
267, 2, 1, 4264223702, sync, Random Direction
267, 9, 2, 3610404439, sync, Random Direction
268, 2, 0, 971916612, sync, GetNextBuyablePlot picker
268, 1, 0, 438724141, sync, GetNextBuyablePlot picker
268, 1, 0, 1229547362, sync, GetNextBuyablePlot picker
268, 3, 2, 1770852595, sync, GetNextBuyablePlot picker
268, 1, 0, 3140252080, sync, GetNextBuyablePlot picker
268, 12, 7, 3668981801, sync, Unit Combat Damage
268, 2, 0, 2799343534, sync, GetNextBuyablePlot picker
268, 1, 0, 601737551, sync, GetNextBuyablePlot picker
268, 1, 0, 2598303964, sync, GetNextBuyablePlot picker
268, 1, 0, 921382373, sync, GetNextBuyablePlot picker
268, 1, 0, 2923200698, sync, GetNextBuyablePlot picker
268, 1, 0, 1758964587, sync, GetNextBuyablePlot picker
268, 1, 0, 433112776, sync, GetNextBuyablePlot picker
268, 1, 0, 556122977, sync, GetNextBuyablePlot picker
268, 1, 0, 1554116230, sync, GetNextBuyablePlot picker
268, 2, 1, 1229165383, sync, GetNextBuyablePlot picker
268, 5, 2, 3096414068, sync, GetNextBuyablePlot picker
268, 4, 1, 2283418781, sync, GetNextBuyablePlot picker
268, 1, 0, 2107534610, sync, GetNextBuyablePlot picker
268, 1, 0, 2946243811, sync, GetNextBuyablePlot picker
268, 1, 0, 1356310240, sync, GetNextBuyablePlot picker
268, 1, 0, 300580249, sync, GetNextBuyablePlot picker
268, 1, 0, 275925086, sync, GetNextBuyablePlot picker
268, 1, 0, 2842272831, sync, GetNextBuyablePlot picker
268, 1, 0, 1505775884, sync, GetNextBuyablePlot picker
268, 1, 0, 2329696853, sync, GetNextBuyablePlot picker
268, 3, 2, 3054931050, sync, GetNextBuyablePlot picker
268, 1, 0, 3932046683, sync, GetNextBuyablePlot picker
268, 1, 0, 1118269944, sync, GetNextBuyablePlot picker
268, 6, 5, 2211792593, sync, Choosing random tech boost to grant based on era, Player: 5
268, 8, 3, 4094231862, sync, Choosing random civic boost to grant based on era, Player: 5
268, 5, 2, 1697766455, sync, Selecting a random new quest
268, 9, 3, 2430449060, sync, Choosing random district type for Zone District quest
268, 6, 5, 1553366797, sync, Selecting a random new quest
268, 8, 4, 3621273282, sync, Choosing random class type for Recruit Great Person Class quest
268, 1, 0, 2520646867, sync, GetNextBuyablePlot picker
268, 1, 0, 739411984, sync, GetNextBuyablePlot picker
268, 1, 0, 3048800009, sync, GetNextBuyablePlot picker
268, 3, 2, 1198490894, sync, GetNextBuyablePlot picker
268, 2, 0, 3688504111, sync, GetNextBuyablePlot picker
268, 2, 0, 92280124, sync, GetNextBuyablePlot picker
268, 1, 0, 107578053, sync, GetNextBuyablePlot picker
268, 1, 0, 170058778, sync, Random Direction
268, 1, 0, 4168563531, sync, GetNextBuyablePlot picker
268, 2, 1, 97995048, sync, GetNextBuyablePlot picker
268, 5, 1, 3521414721, sync, Random Direction
268, 1, 0, 1450911718, sync, GetNextBuyablePlot picker
268, 6, 5, 2591834407, sync, Random Direction
268, 14, 10, 3991654356, sync, Random Direction
268, 8, 3, 3098690941, sync, Random Direction
268, 3, 1, 1891753074, sync, GetNextBuyablePlot picker
268, 2, 1, 2246166723, sync, Random Direction
268, 1, 0, 2518684992, sync, GetNextBuyablePlot picker
268, 4, 2, 1638055033, sync, Random Direction
268, 4, 2, 2790084030, sync, Random Direction
268, 8, 5, 3146657311, sync, Random Direction
268, 5, 4, 3096528236, sync, Random Direction
268, 2, 1, 4136216373, sync, GetNextBuyablePlot picker
268, 10, 7, 2978777034, sync, Random Direction
