Game Turn, Range, Value, Seed, Type, Location
296, 100, 29, 2493542293, sync, City Rebellion Roll
296, 1, 0, 1284315306, sync, GetNextBuyablePlot picker
296, 1, 0, 3541269659, sync, GetNextBuyablePlot picker
296, 1, 0, 2317711416, sync, GetNextBuyablePlot picker
296, 100, 54, 1877307409, sync, City Rebellion Roll
296, 3, 1, 2331776374, sync, GetNextBuyablePlot picker
296, 6, 2, 2334345079, sync, GetNextBuyablePlot picker
296, 12, 6, 2060836836, sync, Unit Combat Damage
296, 12, 3, 2241854541, sync, Unit Combat Damage
296, 1, 0, 1418466050, sync, GetNextBuyablePlot picker
296, 1, 0, 3808093203, sync, GetNextBuyablePlot picker
296, 1, 0, 1342379600, sync, GetNextBuyablePlot picker
296, 1, 0, 2482835529, sync, GetNextBuyablePlot picker
296, 1, 0, 1059872078, sync, GetNextBuyablePlot picker
296, 4, 2, 1655025263, sync, GetNextBuyablePlot picker
296, 2, 0, 2492155772, sync, GetNextBuyablePlot picker
296, 1, 0, 1962764293, sync, GetNextBuyablePlot picker
296, 4, 3, 3195338842, sync, GetNextBuyablePlot picker
296, 1, 0, 3716727435, sync, GetNextBuyablePlot picker
296, 1, 0, 3238223720, sync, GetNextBuyablePlot picker
296, 2, 0, 1743880065, sync, GetNextBuyablePlot picker
296, 1, 0, 896714790, sync, GetNextBuyablePlot picker
296, 3, 0, 775879783, sync, GetNextBuyablePlot picker
296, 1, 0, 1080232468, sync, GetNextBuyablePlot picker
296, 1, 0, 1991611069, sync, GetNextBuyablePlot picker
296, 1, 0, 1496531122, sync, GetNextBuyablePlot picker
296, 2, 0, 3560241155, sync, GetNextBuyablePlot picker
296, 1, 0, 326153088, sync, GetNextBuyablePlot picker
296, 1, 0, 4071464377, sync, GetNextBuyablePlot picker
296, 1, 0, 806401534, sync, Random Direction
296, 18, 4, 3473215839, sync, Random Direction
296, 10, 7, 1055754156, sync, Random Direction
296, 1, 0, 3313589365, sync, GetNextBuyablePlot picker
296, 3, 2, 3116250122, sync, GetNextBuyablePlot picker
296, 1, 0, 3549652091, sync, GetNextBuyablePlot picker
296, 2, 0, 4035015320, sync, GetNextBuyablePlot picker
296, 1, 0, 295193329, sync, GetNextBuyablePlot picker
296, 1, 0, 202606294, sync, GetNextBuyablePlot picker
296, 1, 0, 3068775767, sync, GetNextBuyablePlot picker
296, 17, 6, 107421764, sync, Choosing random tech boost to grant based on era, Player: 5
296, 16, 7, 1582671149, sync, Choosing random tech boost to grant based on era, Player: 5
296, 15, 10, 1889090146, sync, Choosing random tech boost to grant based on era, Player: 5
296, 1, 0, 2866014195, sync, GetNextBuyablePlot picker
296, 31, 9, 1708653744, sync, Random Direction
296, 15, 12, 1276405545, sync, Random Direction
296, 1, 0, 3470039726, sync, GetNextBuyablePlot picker
296, 8, 2, 2822443087, sync, Random Direction
296, 2, 1, 1278751708, sync, Random Direction
296, 13, 5, 2346929381, sync, Random Direction
296, 1, 0, 1867756474, sync, GetNextBuyablePlot picker
296, 5, 2, 591553131, sync, Random Direction
296, 20, 11, 2265100744, sync, Random Direction
296, 13, 11, 2533413473, sync, Random Direction
296, 3, 2, 3816378758, sync, GetNextBuyablePlot picker
296, 6, 1, 3844258375, sync, Random Direction
296, 2, 0, 1047863924, sync, GetNextBuyablePlot picker
296, 25, 15, 1645687709, sync, Random Direction
296, 21, 13, 2651389970, sync, Random Direction
296, 18, 13, 2814817251, sync, Random Direction
296, 2, 0, 3204182496, sync, GetNextBuyablePlot picker
296, 6, 3, 137915545, sync, Random Direction
296, 5, 4, 2289240926, sync, Random Direction
296, 15, 6, 3475417919, sync, Random Direction
296, 1, 0, 1834896396, sync, GetNextBuyablePlot picker
296, 14, 8, 697973077, sync, Random Direction
296, 19, 6, 2699067242, sync, Random Direction
296, 1, 0, 1550105691, sync, GetNextBuyablePlot picker
296, 8, 3, 3517586680, sync, Random Direction
296, 4, 1, 2048005585, sync, BT Research Choice
296, 3, 2, 1828661302, sync, Random Direction
296, 4, 1, 4138255159, sync, Random Direction
296, 5, 3, 1692405924, sync, Random Direction
296, 36, 28, 3142663693, sync, Random Direction
296, 8, 5, 3448607170, sync, Random Direction
296, 35, 19, 2780584915, sync, Random Direction
296, 7, 0, 2371851024, sync, Random Direction
296, 7, 3, 518041097, sync, Random Direction
296, 3, 1, 2124875790, sync, Random Direction
296, 41, 39, 2590433839, sync, Random Direction
296, 5, 3, 4128428092, sync, Random Direction
296, 5, 1, 3420266949, sync, Random Direction
296, 4, 0, 1355781914, sync, Random Direction
297, 2, 0, 545878603, sync, GetNextBuyablePlot picker
297, 1, 0, 744141864, sync, GetNextBuyablePlot picker
297, 1, 0, 74650945, sync, GetNextBuyablePlot picker
297, 2, 1, 3871345382, sync, GetNextBuyablePlot picker
297, 1, 0, 2533025831, sync, GetNextBuyablePlot picker
297, 1, 0, 817556180, sync, GetNextBuyablePlot picker
297, 12, 6, 656065661, sync, Unit Combat Damage
297, 12, 0, 2213670770, sync, Unit Combat Damage
297, 12, 4, 153345987, sync, Unit Combat Damage
297, 1, 0, 1715855424, sync, GetNextBuyablePlot picker
297, 100, 21, 2274634617, sync, City Rebellion Roll
297, 1, 0, 938184894, sync, GetNextBuyablePlot picker
297, 1, 0, 3327833375, sync, GetNextBuyablePlot picker
297, 1, 0, 214483052, sync, GetNextBuyablePlot picker
297, 100, 44, 3684894261, sync, City Rebellion Roll
297, 3, 0, 1917582026, sync, GetNextBuyablePlot picker
297, 6, 1, 318735419, sync, GetNextBuyablePlot picker
297, 12, 8, 834107224, sync, Unit Combat Damage
297, 12, 9, 3079327921, sync, Unit Combat Damage
297, 12, 9, 3415669142, sync, Unit Combat Damage
297, 12, 9, 3478661399, sync, Unit Combat Damage
297, 1, 0, 3285758212, sync, GetNextBuyablePlot picker
297, 1, 0, 1447741165, sync, GetNextBuyablePlot picker
297, 1, 0, 2395019554, sync, GetNextBuyablePlot picker
297, 1, 0, 2955689907, sync, GetNextBuyablePlot picker
297, 1, 0, 900847984, sync, GetNextBuyablePlot picker
297, 4, 1, 2845435113, sync, GetNextBuyablePlot picker
297, 2, 0, 1333503342, sync, GetNextBuyablePlot picker
297, 1, 0, 1696670735, sync, GetNextBuyablePlot picker
297, 4, 1, 3669171356, sync, GetNextBuyablePlot picker
297, 1, 0, 1839392421, sync, GetNextBuyablePlot picker
297, 1, 0, 2571151994, sync, GetNextBuyablePlot picker
297, 2, 1, 3369464363, sync, GetNextBuyablePlot picker
297, 1, 0, 3944965768, sync, GetNextBuyablePlot picker
297, 3, 1, 3162523681, sync, GetNextBuyablePlot picker
297, 1, 0, 2199843910, sync, GetNextBuyablePlot picker
297, 1, 0, 4139746823, sync, GetNextBuyablePlot picker
297, 1, 0, 3670827828, sync, GetNextBuyablePlot picker
297, 1, 0, 1568163165, sync, GetNextBuyablePlot picker
297, 1, 0, 3024490194, sync, GetNextBuyablePlot picker
297, 1, 0, 3804527523, sync, GetNextBuyablePlot picker
297, 3, 2, 1852210848, sync, GetNextBuyablePlot picker
297, 1, 0, 3422083673, sync, GetNextBuyablePlot picker
297, 2, 1, 626148894, sync, GetNextBuyablePlot picker
297, 1, 0, 3466145535, sync, GetNextBuyablePlot picker
297, 1, 0, 3150243020, sync, GetNextBuyablePlot picker
297, 1, 0, 2991833877, sync, GetNextBuyablePlot picker
297, 55, 39, 2857936426, sync, Choosing a City Name
297, 2100, 6, 3101408283, sync, Choosing a Goody Hut Type
297, 100, 32, 12681656, sync, Choosing a Sub Type
297, 2, 0, 1413118865, sync, Choosing random civic boost to grant based on era
297, 1, 0, 296942326, sync, Choosing random civic boost to grant based on era
297, 1, 0, 2716860151, sync, GetNextBuyablePlot picker
297, 30, 4, 4243128676, sync, Random Direction
297, 25, 9, 620380109, sync, Random Direction
297, 1, 0, 1670107266, sync, GetNextBuyablePlot picker
297, 6, 1, 1117492115, sync, Random Direction
297, 3, 1, 971427792, sync, Random Direction
297, 9, 4, 2239237065, sync, Random Direction
297, 1, 0, 2385146574, sync, GetNextBuyablePlot picker
297, 19, 8, 2422330863, sync, Random Direction
297, 14, 5, 1857100028, sync, Random Direction
297, 22, 11, 1710005125, sync, Random Direction
297, 3, 0, 2331962842, sync, GetNextBuyablePlot picker
297, 15, 13, 731898379, sync, Random Direction
297, 2, 0, 3916744936, sync, GetNextBuyablePlot picker
297, 21, 16, 1197501185, sync, Random Direction
297, 11, 6, 3362655654, sync, Random Direction
297, 16, 10, 2473104359, sync, Random Direction
297, 25, 21, 2889976724, sync, Random Direction
297, 2, 0, 3639064125, sync, GetNextBuyablePlot picker
297, 13, 9, 1683840562, sync, Random Direction
297, 12, 7, 3139471235, sync, Random Direction
297, 28, 4, 2826292480, sync, Random Direction
297, 1, 0, 748583225, sync, GetNextBuyablePlot picker
297, 17, 6, 2206149502, sync, Random Direction
297, 24, 6, 1574574303, sync, Random Direction
297, 1, 0, 1156233516, sync, GetNextBuyablePlot picker
297, 16, 13, 1080324085, sync, Random Direction
297, 4, 0, 3512631690, sync, Random Direction
297, 8, 0, 728851451, sync, Random Direction
297, 7, 2, 450903064, sync, Random Direction
297, 42, 40, 1448679025, sync, Random Direction
297, 6, 4, 4113247318, sync, Random Direction
297, 27, 15, 2875737303, sync, Random Direction
297, 4, 1, 2510881220, sync, Random Direction
297, 6, 3, 1494722733, sync, Random Direction
297, 35, 15, 2269493218, sync, Random Direction
297, 2, 1, 1904367475, sync, Random Direction
297, 5, 1, 3776345648, sync, Random Direction
297, 5, 4, 1202922153, sync, Random Direction
298, 2, 0, 3549130798, sync, GetNextBuyablePlot picker
298, 1, 0, 2160591, sync, GetNextBuyablePlot picker
298, 1, 0, 1386530140, sync, GetNextBuyablePlot picker
298, 2, 0, 1701986405, sync, GetNextBuyablePlot picker
298, 1, 0, 1952604474, sync, GetNextBuyablePlot picker
298, 1, 0, 1952399851, sync, GetNextBuyablePlot picker
298, 12, 7, 963042120, sync, Unit Combat Damage
298, 12, 6, 2840296929, sync, Unit Combat Damage
298, 12, 10, 2458212102, sync, Unit Combat Damage
298, 1, 0, 3622703559, sync, GetNextBuyablePlot picker
298, 100, 66, 3232916468, sync, City Rebellion Roll
298, 1, 0, 2837518109, sync, GetNextBuyablePlot picker
298, 1, 0, 1435491730, sync, GetNextBuyablePlot picker
298, 1, 0, 3031434083, sync, GetNextBuyablePlot picker
298, 100, 98, 1368116064, sync, City Rebellion Roll
298, 2, 1, 4240246809, sync, GetNextBuyablePlot picker
298, 6, 1, 3511304414, sync, GetNextBuyablePlot picker
298, 12, 7, 1175810751, sync, Unit Combat Damage
298, 1, 0, 2664578444, sync, GetNextBuyablePlot picker
298, 1, 0, 3566013653, sync, GetNextBuyablePlot picker
298, 1, 0, 2075495658, sync, GetNextBuyablePlot picker
298, 1, 0, 1681423323, sync, GetNextBuyablePlot picker
298, 1, 0, 1210820216, sync, GetNextBuyablePlot picker
298, 4, 3, 1075749201, sync, GetNextBuyablePlot picker
298, 2, 0, 4158098870, sync, GetNextBuyablePlot picker
298, 1, 0, 79231671, sync, GetNextBuyablePlot picker
298, 4, 1, 3216028196, sync, GetNextBuyablePlot picker
298, 1, 0, 1616576909, sync, GetNextBuyablePlot picker
298, 1, 0, 3242643266, sync, GetNextBuyablePlot picker
298, 2, 1, 3982003027, sync, GetNextBuyablePlot picker
298, 1, 0, 3730361488, sync, GetNextBuyablePlot picker
298, 3, 0, 2172856713, sync, GetNextBuyablePlot picker
298, 1, 0, 74882446, sync, GetNextBuyablePlot picker
298, 1, 0, 4099312047, sync, GetNextBuyablePlot picker
298, 1, 0, 1395007932, sync, GetNextBuyablePlot picker
298, 1, 0, 3639334213, sync, GetNextBuyablePlot picker
298, 1, 0, 2948793498, sync, GetNextBuyablePlot picker
298, 12, 10, 3935048139, sync, Unit Combat Damage
298, 12, 4, 3641810344, sync, Unit Combat Damage
298, 1, 0, 1652129985, sync, GetNextBuyablePlot picker
298, 3, 0, 2302464102, sync, GetNextBuyablePlot picker
298, 1, 0, 189267879, sync, GetNextBuyablePlot picker
298, 2, 0, 3753307220, sync, GetNextBuyablePlot picker
298, 1, 0, 433874941, sync, GetNextBuyablePlot picker
298, 2, 1, 3577056498, sync, GetNextBuyablePlot picker
298, 1, 0, 2380984131, sync, GetNextBuyablePlot picker
298, 1, 0, 314603968, sync, GetNextBuyablePlot picker
298, 12, 10, 2341242617, sync, Unit Combat Damage
298, 9, 6, 3649799742, sync, Random Direction
298, 1, 0, 3041082527, sync, GetNextBuyablePlot picker
298, 12, 5, 3960697324, sync, Random Direction
298, 29, 8, 2038798773, sync, Random Direction
298, 1, 0, 1236650058, sync, GetNextBuyablePlot picker
298, 8, 1, 2024342459, sync, Random Direction
298, 4, 0, 1018937560, sync, Random Direction
298, 3, 1, 264444977, sync, Random Direction
298, 1, 0, 1737498390, sync, GetNextBuyablePlot picker
298, 17, 5, 2732204183, sync, Random Direction
298, 19, 16, 1486361220, sync, Random Direction
298, 23, 9, 3833350765, sync, Random Direction
298, 3, 0, 1692866210, sync, GetNextBuyablePlot picker
298, 11, 3, 43396915, sync, Random Direction
298, 2, 1, 1355141872, sync, GetNextBuyablePlot picker
298, 18, 5, 3223330921, sync, Random Direction
298, 10, 0, 1371798254, sync, Random Direction
298, 17, 6, 150637455, sync, Random Direction
298, 15, 13, 1758277148, sync, Random Direction
298, 2, 1, 3910228517, sync, GetNextBuyablePlot picker
298, 8, 7, 2742605818, sync, Random Direction
298, 9, 6, 4053684651, sync, Random Direction
298, 15, 6, 2995589128, sync, Random Direction
298, 1, 0, 1864528801, sync, GetNextBuyablePlot picker
298, 12, 3, 543979974, sync, Random Direction
298, 22, 10, 1349410183, sync, Random Direction
298, 1, 0, 2095522996, sync, GetNextBuyablePlot picker
298, 40, 29, 3000084701, sync, Random Direction
298, 12, 7, 3165023314, sync, Unit Combat Damage
298, 12, 0, 2705935139, sync, Unit Combat Damage
298, 3, 0, 19650592, sync, Random Direction
298, 4, 2, 608499161, sync, Random Direction
298, 7, 1, 3004890014, sync, Random Direction
298, 28, 13, 895186559, sync, Random Direction
298, 2, 1, 2068207180, sync, Random Direction
298, 14, 12, 4127594133, sync, Random Direction
298, 5, 3, 3887543210, sync, Random Direction
298, 6, 3, 2587556763, sync, Random Direction
298, 40, 9, 2561182520, sync, Random Direction
298, 6, 2, 1065256721, sync, Random Direction
298, 5, 1, 1579999350, sync, Random Direction
298, 4, 3, 1455666807, sync, Random Direction
299, 2, 1, 3925287652, sync, GetNextBuyablePlot picker
299, 1, 0, 3409150797, sync, GetNextBuyablePlot picker
299, 1, 0, 1367248386, sync, GetNextBuyablePlot picker
299, 2, 1, 2578662163, sync, GetNextBuyablePlot picker
299, 1, 0, 3279259984, sync, GetNextBuyablePlot picker
299, 1, 0, 2361526089, sync, GetNextBuyablePlot picker
299, 12, 2, 944474190, sync, Unit Combat Damage
299, 12, 8, 906296687, sync, Unit Combat Damage
299, 12, 5, 3090279036, sync, Unit Combat Damage
299, 12, 9, 2056965893, sync, Unit Combat Damage
299, 12, 0, 3252411226, sync, Unit Combat Damage
299, 12, 7, 151912843, sync, Unit Combat Damage
299, 1, 0, 2616275560, sync, GetNextBuyablePlot picker
299, 100, 59, 1199462017, sync, City Rebellion Roll
299, 1, 0, 2548847398, sync, GetNextBuyablePlot picker
299, 1, 0, 2790861671, sync, GetNextBuyablePlot picker
299, 1, 0, 3084586260, sync, GetNextBuyablePlot picker
299, 100, 44, 934861245, sync, City Rebellion Roll
299, 2, 1, 1899658162, sync, GetNextBuyablePlot picker
299, 6, 3, 3846379267, sync, GetNextBuyablePlot picker
299, 12, 0, 2649089664, sync, Unit Combat Damage
299, 12, 9, 236868793, sync, Unit Combat Damage
299, 12, 8, 3234898174, sync, Unit Combat Damage
299, 12, 9, 2891325535, sync, Unit Combat Damage
299, 1, 0, 3338857132, sync, GetNextBuyablePlot picker
299, 1, 0, 3435561845, sync, GetNextBuyablePlot picker
299, 1, 0, 236048138, sync, GetNextBuyablePlot picker
299, 1, 0, 375808891, sync, GetNextBuyablePlot picker
299, 1, 0, 3892970904, sync, GetNextBuyablePlot picker
299, 4, 3, 3314082289, sync, GetNextBuyablePlot picker
299, 2, 1, 3246772694, sync, GetNextBuyablePlot picker
299, 1, 0, 3446520919, sync, GetNextBuyablePlot picker
299, 4, 0, 2842026820, sync, GetNextBuyablePlot picker
299, 1, 0, 909683757, sync, GetNextBuyablePlot picker
299, 1, 0, 4066719074, sync, GetNextBuyablePlot picker
299, 2, 0, 925353715, sync, GetNextBuyablePlot picker
299, 1, 0, 763359152, sync, GetNextBuyablePlot picker
299, 3, 1, 1822481961, sync, GetNextBuyablePlot picker
299, 1, 0, 2162509230, sync, GetNextBuyablePlot picker
299, 1, 0, 3480084303, sync, GetNextBuyablePlot picker
299, 1, 0, 2448185052, sync, GetNextBuyablePlot picker
299, 1, 0, 775959525, sync, GetNextBuyablePlot picker
299, 1, 0, 2302938810, sync, GetNextBuyablePlot picker
299, 1, 0, 3428000107, sync, GetNextBuyablePlot picker
299, 3, 2, 1465255112, sync, GetNextBuyablePlot picker
299, 1, 0, 3754240353, sync, GetNextBuyablePlot picker
299, 2, 1, 4220804230, sync, GetNextBuyablePlot picker
299, 1, 0, 3892341063, sync, GetNextBuyablePlot picker
299, 2, 1, 1546298740, sync, GetNextBuyablePlot picker
299, 1, 0, 2823420573, sync, GetNextBuyablePlot picker
299, 1, 0, 3830037266, sync, GetNextBuyablePlot picker
299, 1, 0, 3964687075, sync, GetNextBuyablePlot picker
299, 38, 20, 3590759648, sync, Random Direction
299, 21, 14, 2354095001, sync, Random Direction
299, 1, 0, 2978248286, sync, GetNextBuyablePlot picker
299, 7, 3, 1546336831, sync, Random Direction
299, 3, 0, 1977691916, sync, Random Direction
299, 1, 0, 1014947925, sync, GetNextBuyablePlot picker
299, 16, 5, 2166200938, sync, Random Direction
299, 20, 12, 1453538139, sync, Random Direction
299, 21, 1, 2734174200, sync, Random Direction
299, 3, 0, 337259729, sync, GetNextBuyablePlot picker
299, 9, 5, 1131606838, sync, Random Direction
299, 2, 0, 2412786231, sync, GetNextBuyablePlot picker
299, 34, 17, 2021413796, sync, Random Direction
299, 11, 2, 2202256653, sync, Random Direction
299, 37, 36, 1056115906, sync, Random Direction
299, 40, 37, 4218141395, sync, Random Direction
299, 2, 1, 4059891216, sync, GetNextBuyablePlot picker
299, 14, 3, 3774129417, sync, Random Direction
299, 13, 6, 1080636174, sync, Random Direction
299, 22, 9, 2234331439, sync, Random Direction
299, 1, 0, 1922331452, sync, GetNextBuyablePlot picker
299, 15, 7, 1622771909, sync, Random Direction
299, 35, 33, 2215211546, sync, Random Direction
299, 1, 0, 4075139403, sync, GetNextBuyablePlot picker
299, 100, 65, 2463336232, sync, Barbarian Ranged unit roll
299, 6, 0, 2821647425, sync, Random Direction
299, 5, 3, 591173094, sync, Random Direction
299, 40, 35, 3428587303, sync, Random Direction
299, 6, 1, 3782077908, sync, Random Direction
299, 30, 17, 1077742461, sync, Random Direction
299, 5, 4, 2469145202, sync, Random Direction
299, 36, 0, 3840474819, sync, Random Direction
299, 6, 5, 44438336, sync, Random Direction
299, 2, 1, 3725845113, sync, Random Direction
299, 5, 4, 2148432830, sync, Random Direction
300, 2, 0, 3805463583, sync, GetNextBuyablePlot picker
300, 1, 0, 1517888364, sync, GetNextBuyablePlot picker
300, 1, 0, 1072114997, sync, GetNextBuyablePlot picker
300, 2, 1, 288527818, sync, GetNextBuyablePlot picker
300, 1, 0, 3765011259, sync, GetNextBuyablePlot picker
300, 1, 0, 764086872, sync, GetNextBuyablePlot picker
300, 12, 4, 426403761, sync, Unit Combat Damage
300, 12, 0, 1640776854, sync, Unit Combat Damage
300, 12, 10, 48437271, sync, Unit Combat Damage
300, 12, 3, 3838997508, sync, Unit Combat Damage
300, 12, 8, 1275907565, sync, Unit Combat Damage
300, 12, 7, 3128955938, sync, Unit Combat Damage
300, 12, 10, 2734104243, sync, Unit Combat Damage
300, 12, 4, 3758410864, sync, Unit Combat Damage
300, 12, 10, 1727355881, sync, Unit Combat Damage
300, 2, 0, 3618590830, sync, GetNextBuyablePlot picker
300, 100, 1, 1664807695, sync, City Rebellion Roll
300, 1, 0, 46284700, sync, GetNextBuyablePlot picker
300, 100, 28, 717147557, sync, City Rebellion Roll
300, 1, 0, 1216611706, sync, GetNextBuyablePlot picker
300, 1, 0, 1346220331, sync, GetNextBuyablePlot picker
300, 100, 55, 3900815752, sync, City Rebellion Roll
300, 2, 1, 2364776225, sync, GetNextBuyablePlot picker
300, 6, 5, 2998730566, sync, GetNextBuyablePlot picker
300, 12, 5, 3865326855, sync, Unit Combat Damage
300, 12, 5, 1799153204, sync, Unit Combat Damage
300, 12, 6, 2001341533, sync, Unit Combat Damage
300, 12, 7, 2268711378, sync, Unit Combat Damage
300, 12, 10, 2575637155, sync, Unit Combat Damage
300, 12, 2, 3906744736, sync, Unit Combat Damage
300, 1, 0, 1050677593, sync, GetNextBuyablePlot picker
300, 1, 0, 1934012702, sync, GetNextBuyablePlot picker
300, 1, 0, 977583615, sync, GetNextBuyablePlot picker
300, 1, 0, 1935853516, sync, GetNextBuyablePlot picker
300, 1, 0, 2377607701, sync, GetNextBuyablePlot picker
300, 4, 1, 2594750762, sync, GetNextBuyablePlot picker
300, 2, 1, 1429289755, sync, GetNextBuyablePlot picker
300, 1, 0, 3621426360, sync, GetNextBuyablePlot picker
300, 4, 1, 1068602001, sync, GetNextBuyablePlot picker
300, 1, 0, 1718207990, sync, GetNextBuyablePlot picker
300, 1, 0, 1738436087, sync, GetNextBuyablePlot picker
300, 2, 0, 671106148, sync, GetNextBuyablePlot picker
300, 1, 0, 1716242125, sync, GetNextBuyablePlot picker
300, 3, 1, 1952729986, sync, GetNextBuyablePlot picker
300, 9, 1, 2252468883, sync, Random Promotion
300, 8, 3, 850346704, sync, Random Promotion
300, 7, 6, 2010841801, sync, Random Promotion
300, 6, 4, 4086275534, sync, Random Promotion
300, 5, 0, 3515819247, sync, Random Promotion
300, 4, 1, 386776060, sync, Random Promotion
300, 3, 1, 1627914885, sync, Random Promotion
300, 2, 1, 2030815450, sync, Random Promotion
300, 1, 0, 3553829131, sync, Random Promotion
300, 1, 0, 3732446184, sync, GetNextBuyablePlot picker
300, 1, 0, 4132127233, sync, GetNextBuyablePlot picker
300, 1, 0, 435001510, sync, GetNextBuyablePlot picker
300, 1, 0, 2769339111, sync, GetNextBuyablePlot picker
300, 1, 0, 3375337108, sync, GetNextBuyablePlot picker
300, 1, 0, 19463485, sync, GetNextBuyablePlot picker
300, 3, 1, 1439340850, sync, GetNextBuyablePlot picker
300, 1, 0, 1889314435, sync, GetNextBuyablePlot picker
300, 2, 1, 3116433408, sync, GetNextBuyablePlot picker
300, 1, 0, 3844943929, sync, GetNextBuyablePlot picker
300, 2, 1, 503649918, sync, GetNextBuyablePlot picker
300, 1, 0, 3094947807, sync, GetNextBuyablePlot picker
300, 1, 0, 3946191916, sync, GetNextBuyablePlot picker
300, 1, 0, 2561119989, sync, GetNextBuyablePlot picker
300, 15, 6, 98049162, sync, Random Direction
300, 37, 32, 1920099067, sync, Random Direction
300, 1, 0, 3724463896, sync, GetNextBuyablePlot picker
300, 13, 5, 1831316849, sync, Random Direction
300, 4, 3, 1730377558, sync, Random Direction
300, 1, 0, 3673830359, sync, GetNextBuyablePlot picker
300, 16, 14, 664650948, sync, Random Direction
300, 5, 0, 3820531629, sync, Random Direction
300, 13, 7, 133673698, sync, Random Direction
300, 3, 1, 2579773043, sync, GetNextBuyablePlot picker
300, 12, 6, 2434033968, sync, Random Direction
300, 2, 1, 2296224169, sync, GetNextBuyablePlot picker
300, 39, 22, 2363628334, sync, Random Direction
300, 9, 6, 2485241551, sync, Random Direction
300, 24, 13, 2953767004, sync, Random Direction
300, 2, 1, 2488084325, sync, GetNextBuyablePlot picker
300, 14, 7, 3287858234, sync, Random Direction
300, 9, 8, 2300444907, sync, Random Direction
300, 16, 12, 3872403016, sync, Random Direction
300, 1, 0, 3362641121, sync, GetNextBuyablePlot picker
300, 16, 5, 2493932038, sync, Random Direction
300, 18, 8, 1398390983, sync, Random Direction
300, 1, 0, 1994254068, sync, GetNextBuyablePlot picker
300, 100, 12, 3448888861, sync, Barbarian Ranged unit roll
300, 6, 2, 540448914, sync, Random Direction
300, 6, 0, 1822925411, sync, Random Direction
300, 4, 0, 309100128, sync, Random Direction
300, 25, 9, 83050265, sync, Random Direction
300, 24, 1, 1596042206, sync, Random Direction
300, 6, 0, 258474431, sync, Random Direction
300, 4, 2, 411771020, sync, Random Direction
300, 45, 12, 2406462421, sync, Random Direction
300, 3, 0, 1192798186, sync, Random Direction
300, 4, 1, 296024795, sync, Random Direction
300, 4, 0, 1745860984, sync, Random Direction
301, 2, 0, 67418193, sync, GetNextBuyablePlot picker
301, 1, 0, 1171347638, sync, GetNextBuyablePlot picker
301, 1, 0, 1441687991, sync, GetNextBuyablePlot picker
301, 2, 0, 1967322404, sync, GetNextBuyablePlot picker
301, 1, 0, 302745741, sync, GetNextBuyablePlot picker
301, 1, 0, 2626832962, sync, GetNextBuyablePlot picker
301, 4, 0, 1844832851, sync, Generating a random new Great Person
301, 2, 0, 239878032, sync, GetNextBuyablePlot picker
301, 1, 0, 188031113, sync, GetNextBuyablePlot picker
301, 100, 79, 3900622990, sync, City Rebellion Roll
301, 1, 0, 3404388527, sync, GetNextBuyablePlot picker
301, 1, 0, 4200449212, sync, GetNextBuyablePlot picker
301, 100, 88, 289815621, sync, City Rebellion Roll
301, 2, 1, 3819102106, sync, GetNextBuyablePlot picker
301, 6, 2, 2543210699, sync, GetNextBuyablePlot picker
301, 12, 4, 1604350120, sync, Unit Combat Damage
301, 12, 2, 1670600641, sync, Unit Combat Damage
301, 12, 1, 717183846, sync, Unit Combat Damage
301, 12, 7, 406269607, sync, Unit Combat Damage
301, 12, 0, 2615144276, sync, Unit Combat Damage
301, 1, 0, 138194685, sync, GetNextBuyablePlot picker
301, 1, 0, 2480261106, sync, GetNextBuyablePlot picker
301, 1, 0, 740167235, sync, GetNextBuyablePlot picker
301, 1, 0, 4227247296, sync, GetNextBuyablePlot picker
301, 1, 0, 3442097657, sync, GetNextBuyablePlot picker
301, 4, 1, 1635021118, sync, GetNextBuyablePlot picker
301, 2, 0, 1292454815, sync, GetNextBuyablePlot picker
301, 1, 0, 2113524972, sync, GetNextBuyablePlot picker
301, 4, 1, 1556594869, sync, GetNextBuyablePlot picker
301, 1, 0, 1589797706, sync, GetNextBuyablePlot picker
301, 1, 0, 675349179, sync, GetNextBuyablePlot picker
301, 2, 1, 2317702104, sync, GetNextBuyablePlot picker
301, 1, 0, 3800085297, sync, GetNextBuyablePlot picker
301, 3, 2, 2957732374, sync, GetNextBuyablePlot picker
301, 9, 2, 2909998999, sync, Random Promotion
301, 8, 3, 1317524868, sync, Random Promotion
301, 7, 6, 2063356269, sync, Random Promotion
301, 6, 1, 3851162018, sync, Random Promotion
301, 5, 0, 793710131, sync, Random Promotion
301, 4, 1, 695125488, sync, Random Promotion
301, 3, 1, 1813616489, sync, Random Promotion
301, 2, 1, 2537399790, sync, Random Promotion
301, 1, 0, 4058143375, sync, Random Promotion
301, 1, 0, 1318211868, sync, GetNextBuyablePlot picker
301, 1, 0, 3769319717, sync, GetNextBuyablePlot picker
301, 1, 0, 2657235706, sync, GetNextBuyablePlot picker
301, 1, 0, 1119097003, sync, GetNextBuyablePlot picker
301, 1, 0, 2466341640, sync, GetNextBuyablePlot picker
301, 12, 8, 2750663329, sync, Unit Combat Damage
301, 12, 11, 2953872582, sync, Unit Combat Damage
301, 1, 0, 4137749639, sync, GetNextBuyablePlot picker
301, 3, 0, 198027188, sync, GetNextBuyablePlot picker
