Turn, Event, Origin City, Destination City, Attached Resource, Origin Yields
282, Route Started, LOC_CITY_NAME_SEOUL, LOC_CITY_NAME_AMSTERDAM,Resource -1 (x0),Origin Yields,0.00,0.00,14.00,1.00,1.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
282, Route Started, LOC_CITY_NAME_NAN_MADOL, LOC_CITY_NAME_POKROVKA,Resource -1 (x0),Origin Yields,0.00,0.00,7.00,1.00,0.00,1.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
283, Route Ended (Expired), LOC_CITY_NAME_SENA, LOC_CITY_NAME_KANDY,Resource -1 (x0),Origin Yields,0.00,0.00,9.00,0.00,0.00,2.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
283, Route Ended (Expired), LOC_CITY_NAME_SEOUL, LOC_CITY_NAME_BRUSSELS,Resource -1 (x0),Origin Yields,0.00,1.00,9.00,1.00,1.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
284, Route Started, LOC_CITY_NAME_SENA, LOC_CITY_NAME_KANDY,Resource -1 (x0),Origin Yields,0.00,0.00,9.00,0.00,0.00,2.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
284, Route Ended (Expired), LOC_CITY_NAME_BUENOS_AIRES, LOC_CITY_NAME_THEBES,Resource -1 (x0),Origin Yields,1.00,2.00,2.00,0.00,0.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
284, Route Started, LOC_CITY_NAME_SEOUL, LOC_CITY_NAME_BRUSSELS,Resource -1 (x0),Origin Yields,0.00,1.00,9.00,1.00,1.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
285, Route Started, LOC_CITY_NAME_BUENOS_AIRES, LOC_CITY_NAME_NIDAROS,Resource -1 (x0),Origin Yields,2.00,2.00,2.00,0.00,0.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
289, Route Ended (Expired), LOC_CITY_NAME_JIAODONG, LOC_CITY_NAME_TAIYUAN,Resource -1 (x0),Origin Yields,2.00,1.00,0.00,0.00,0.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
289, Route Ended (Expired), LOC_CITY_NAME_AMSTERDAM, LOC_CITY_NAME_SEOUL,Resource -1 (x0),Origin Yields,0.00,0.00,7.00,3.00,1.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
289, Route Ended (Expired), LOC_CITY_NAME_AMSTERDAM, LOC_CITY_NAME_HANDAN,Resource -1 (x0),Origin Yields,0.00,0.00,7.00,2.00,1.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
290, Route Started, LOC_CITY_NAME_JIAODONG, LOC_CITY_NAME_XIAN,Resource -1 (x0),Origin Yields,4.00,4.00,0.00,0.00,0.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
290, Route Started, LOC_CITY_NAME_AMSTERDAM, LOC_CITY_NAME_RIO_DE_JANEIRO,Resource -1 (x0),Origin Yields,0.00,0.00,6.00,2.00,2.00,1.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
290, Route Started, LOC_CITY_NAME_AMSTERDAM, LOC_CITY_NAME_SEOUL,Resource -1 (x0),Origin Yields,0.00,0.00,7.00,3.00,1.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
292, Route Ended (Expired), LOC_CITY_NAME_KYOTO, LOC_CITY_NAME_TAKAMATSU,Resource -1 (x0),Origin Yields,1.00,1.00,0.00,0.00,0.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
293, Route Started, LOC_CITY_NAME_KYOTO, LOC_CITY_NAME_OKAYAMA,Resource -1 (x0),Origin Yields,1.00,1.00,0.00,0.00,0.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
300, Route Started, LOC_CITY_NAME_KANDY, LOC_CITY_NAME_BUENOS_AIRES,Resource -1 (x0),Origin Yields,1.00,0.00,10.00,1.00,1.00,1.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
301, Route Ended (Expired), LOC_CITY_NAME_NAN_MADOL, LOC_CITY_NAME_KANDY,Resource -1 (x0),Origin Yields,0.00,0.00,11.00,0.00,0.00,3.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
302, Route Started, LOC_CITY_NAME_NAN_MADOL, LOC_CITY_NAME_STAVANGER,Resource -1 (x0),Origin Yields,0.00,0.00,7.00,0.00,0.00,1.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
303, Route Ended (Expired), LOC_CITY_NAME_MANAUS, LOC_CITY_NAME_NATAL,Resource -1 (x0),Origin Yields,2.00,2.00,0.00,0.00,0.00,0.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
303, Route Ended (Plundered), LOC_CITY_NAME_SENA, LOC_CITY_NAME_KANDY,Resource -1 (x0),Origin Yields,0.00,0.00,9.00,0.00,0.00,2.00,Destination Yields,0.00,0.00,0.00,0.00,0.00,0.00
