Game Turn, Mode, Player, Unit, Operation
Unit operation handler 8c676517, is disabled
248, Adding, 14, UNIT_PIKEMAN (720902), UNITOPERATION_MOVE_TO (19)
248, Can't Start, 14, UNIT_PIKEMAN (720902), UNITOPERATION_MOVE_TO (19)
248, Adding, 14, UNIT_TREBUCHET (786433), UNITOPERATION_MOVE_TO (19)
248, Can't Start, 14, UNIT_TREBUCHET (786433), UNITOPERATION_MOVE_TO (19)
248, Adding, 14, UNIT_BUILDER (458752), UNITOPERATION_SKIP_TURN (36)
248, Adding, 63, UNIT_ARCHER (4325377), UNITOPERATION_MOVE_TO (19)
248, Can't Start, 63, UNIT_ARCHER (4325377), UNITOPERATION_MOVE_TO (19)
248, Adding, 63, UNIT_MUSKETMAN (17170477), UNITOPERATION_PILLAGE (23)
248, Adding, 63, UNIT_SETTLER (17629251), UNITOPERATION_MOVE_TO (19)
248, Adding, 63, UNIT_SPEARMAN (589832), UNITOPERATION_FORTIFY (12)
248, Can't Start, 63, UNIT_SPEARMAN (589832), UNITOPERATION_FORTIFY (12)
248, Adding, 63, UNIT_SPEARMAN (1769498), UNITOPERATION_FORTIFY (12)
248, Can't Start, 63, UNIT_SPEARMAN (1769498), UNITOPERATION_FORTIFY (12)
248, Adding, 63, UNIT_SPEARMAN (720906), UNITOPERATION_FORTIFY (12)
248, Can't Start, 63, UNIT_SPEARMAN (720906), UNITOPERATION_FORTIFY (12)
248, Adding, 63, UNIT_SPEARMAN (327684), UNITOPERATION_FORTIFY (12)
248, Can't Start, 63, UNIT_SPEARMAN (327684), UNITOPERATION_FORTIFY (12)
248, Adding, 63, UNIT_MUSKETMAN (16973827), UNITOPERATION_PILLAGE (23)
248, Adding, 63, UNIT_MUSKETMAN (16973827), UNITOPERATION_SKIP_TURN (36)
248, Adding, 63, UNIT_TREBUCHET (16449595), UNITOPERATION_MOVE_TO (19)
248, Adding, 63, UNIT_CROSSBOWMAN (17235987), UNITOPERATION_FORTIFY (12)
248, Adding, 63, UNIT_ARCHER (8323077), UNITOPERATION_MOVE_TO (19)
248, Adding, 63, UNIT_GALLEY (8454150), UNITOPERATION_MOVE_TO (19)
248, Adding, 63, UNIT_QUADRIREME (4390936), UNITOPERATION_MOVE_TO (19)
248, Adding, 63, UNIT_MAN_AT_ARMS (15859747), UNITOPERATION_MOVE_TO (19)
248, Adding, 63, UNIT_QUADRIREME (5636132), UNITOPERATION_MOVE_TO (19)
248, Adding, 63, UNIT_CROSSBOWMAN (17498162), UNITOPERATION_MOVE_TO (19)
248, Adding, 63, UNIT_MUSKETMAN (17432628), UNITOPERATION_MOVE_TO (19)
248, Adding, 63, UNIT_MUSKETMAN (17563702), UNITOPERATION_MOVE_TO (19)
248, Adding, 63, UNIT_GALLEY (7405626), UNITOPERATION_MOVE_TO (19)
248, Adding, 63, UNIT_GALLEY (9633854), UNITOPERATION_MOVE_TO (19)
248, Adding, 63, UNIT_MUSKETMAN (16580674), UNITOPERATION_MOVE_TO (19)
248, Adding, 63, UNIT_MUSKETMAN (16318533), UNITOPERATION_MOVE_TO (19)
248, Adding, 63, UNIT_MUSKETMAN (16842824), UNITOPERATION_MOVE_TO (19)
248, Adding, 63, UNIT_BUILDER (9502729), UNITOPERATION_SKIP_TURN (36)
248, Adding, 63, UNIT_SCOUT (17104912), UNITOPERATION_SKIP_TURN (36)
248, Adding, 63, UNIT_SCOUT (9109522), UNITOPERATION_SKIP_TURN (36)
248, Adding, 63, UNIT_BATTERING_RAM (16252951), UNITOPERATION_SKIP_TURN (36)
248, Adding, 63, UNIT_BATTERING_RAM (15597598), UNITOPERATION_SKIP_TURN (36)
248, Adding, 63, UNIT_BUILDER (16515110), UNITOPERATION_SKIP_TURN (36)
248, Adding, 63, UNIT_GALLEY (11599911), UNITOPERATION_SKIP_TURN (36)
248, Adding, 63, UNIT_SCOUT (7798828), UNITOPERATION_SKIP_TURN (36)
248, Adding, 63, UNIT_SETTLER (17039420), UNITOPERATION_SKIP_TURN (36)
248, Adding, 63, UNIT_BATTERING_RAM (16908351), UNITOPERATION_SKIP_TURN (36)
248, Adding, 63, UNIT_SETTLER (16711745), UNITOPERATION_SKIP_TURN (36)
249, Adding, 0, UNIT_BUILDER (3604483), UNITOPERATION_MOVE_TO (19)
249, Adding, 0, UNIT_SETTLER (3538952), UNITOPERATION_MOVE_TO (19)
249, Adding, 1, UNIT_SPEARMAN (1769478), UNITOPERATION_MOVE_TO (19)
249, Adding, 1, UNIT_SPEARMAN (1769478), UNITOPERATION_MOVE_TO (19)
249, Adding, 2, UNIT_SETTLER (3342341), UNITOPERATION_MOVE_TO (19)
249, Adding, 2, UNIT_BUILDER (3080194), UNITOPERATION_SWAP_UNITS (49)
249, Can't Start, 2, UNIT_BUILDER (3080194), UNITOPERATION_SWAP_UNITS (49)
249, Adding, 2, UNIT_BUILDER (3080194), UNITOPERATION_MOVE_TO (19)
249, Adding, 2, UNIT_BUILDER (3276800), UNITOPERATION_SWAP_UNITS (49)
249, Can't Start, 2, UNIT_BUILDER (3276800), UNITOPERATION_SWAP_UNITS (49)
249, Adding, 2, UNIT_BUILDER (3276800), UNITOPERATION_MOVE_TO (19)
249, Adding, 2, UNIT_BUILDER (3276800), UNITOPERATION_BUILD_IMPROVEMENT (2)
249, Adding, 2, UNIT_GURU (2490374), UNITOPERATION_FORTIFY (12)
249, Can't Start, 2, UNIT_GURU (2490374), UNITOPERATION_FORTIFY (12)
249, Adding, 2, UNIT_BUILDER (2883592), UNITOPERATION_MOVE_TO (19)
249, Adding, 2, UNIT_BUILDER (2883592), UNITOPERATION_MOVE_TO (19)
249, Adding, 3, UNIT_TRADER (393220), UNITOPERATION_MAKE_TRADE_ROUTE (18)
249, Can't Start, 3, UNIT_TRADER (393220), UNITOPERATION_MAKE_TRADE_ROUTE (18)
249, Adding, 3, UNIT_BUILDER (3801095), UNITOPERATION_SWAP_UNITS (49)
249, Can't Start, 3, UNIT_BUILDER (3801095), UNITOPERATION_SWAP_UNITS (49)
249, Adding, 3, UNIT_BUILDER (3801095), UNITOPERATION_MOVE_TO (19)
249, Adding, 3, UNIT_BUILDER (4063238), UNITOPERATION_SWAP_UNITS (49)
249, Can't Start, 3, UNIT_BUILDER (4063238), UNITOPERATION_SWAP_UNITS (49)
249, Adding, 3, UNIT_BUILDER (4063238), UNITOPERATION_MOVE_TO (19)
249, Adding, 3, UNIT_GURU (1638408), UNITOPERATION_FORTIFY (12)
249, Can't Start, 3, UNIT_GURU (1638408), UNITOPERATION_FORTIFY (12)
249, Adding, 3, UNIT_GURU (3473418), UNITOPERATION_FORTIFY (12)
249, Can't Start, 3, UNIT_GURU (3473418), UNITOPERATION_FORTIFY (12)
249, Adding, 3, UNIT_MISSIONARY (3997696), UNITOPERATION_MOVE_TO (19)
249, Adding, 3, UNIT_MISSIONARY (3670017), UNITOPERATION_MOVE_TO (19)
249, Adding, 3, UNIT_MISSIONARY (3342341), UNITOPERATION_MOVE_TO (19)
249, Adding, 3, UNIT_MISSIONARY (3604489), UNITOPERATION_MOVE_TO (19)
249, Adding, 3, UNIT_MISSIONARY (3932172), UNITOPERATION_MOVE_TO (19)
249, Adding, 3, UNIT_MISSIONARY (4128781), UNITOPERATION_MOVE_TO (19)
249, Adding, 3, UNIT_GREAT_ADMIRAL (2424843), UNITOPERATION_MOVE_TO (19)
249, Adding, 3, UNIT_GREAT_ADMIRAL (2424843), UNITOPERATION_MOVE_TO (19)
249, Adding, 3, UNIT_GREAT_ADMIRAL (2424843), UNITOPERATION_MOVE_TO (19)
249, Can't Start, 3, UNIT_TRADER (393220), UNITOPERATION_MAKE_TRADE_ROUTE (18)
249, Adding, 4, UNIT_BOMBARD (2686982), UNITOPERATION_RANGE_ATTACK (26)
249, Adding, 4, UNIT_BOMBARD (2686982), UNITOPERATION_MOVE_TO (19)
249, Adding, 4, UNIT_MUSKETMAN (3538954), UNITOPERATION_MOVE_TO (19)
249, Adding, 4, UNIT_KNIGHT (3080195), UNITOPERATION_MOVE_TO (19)
249, Adding, 4, UNIT_BUILDER (3407876), UNITOPERATION_SWAP_UNITS (49)
249, Can't Start, 4, UNIT_BUILDER (3407876), UNITOPERATION_SWAP_UNITS (49)
249, Adding, 4, UNIT_BUILDER (3407876), UNITOPERATION_MOVE_TO (19)
249, Adding, 4, UNIT_GURU (3473413), UNITOPERATION_FORTIFY (12)
249, Can't Start, 4, UNIT_GURU (3473413), UNITOPERATION_FORTIFY (12)
249, Adding, 4, UNIT_MISSIONARY (3014657), UNITOPERATION_MOVE_TO (19)
249, Adding, 4, UNIT_MISSIONARY (3145736), UNITOPERATION_MOVE_TO (19)
249, Adding, 5, UNIT_BUILDER (2228228), UNITOPERATION_SWAP_UNITS (49)
249, Can't Start, 5, UNIT_BUILDER (2228228), UNITOPERATION_SWAP_UNITS (49)
249, Adding, 5, UNIT_BUILDER (2228228), UNITOPERATION_MOVE_TO (19)
249, Adding, 5, UNIT_CHINESE_CROUCHING_TIGER (2162688), UNITOPERATION_MOVE_TO (19)
249, Adding, 6, UNIT_CROSSBOWMAN (1310724), UNITOPERATION_MOVE_TO (19)
249, Can't Start, 6, UNIT_CROSSBOWMAN (1310724), UNITOPERATION_MOVE_TO (19)
249, Adding, 6, UNIT_SETTLER (1245190), UNITOPERATION_SKIP_TURN (36)
249, Adding, 7, UNIT_TREBUCHET (1114115), UNITOPERATION_FORTIFY (12)
249, Adding, 7, UNIT_MUSKETMAN (1179648), UNITOPERATION_MOVE_TO (19)
249, Adding, 7, UNIT_CROSSBOWMAN (983045), UNITOPERATION_MOVE_TO (19)
249, Adding, 7, UNIT_TREBUCHET (851974), UNITOPERATION_MOVE_TO (19)
249, Adding, 7, UNIT_BUILDER (1048580), UNITOPERATION_SKIP_TURN (36)
249, Adding, 8, UNIT_BUILDER (1048583), UNITOPERATION_REPAIR (31)
249, Adding, 8, UNIT_CROSSBOWMAN (1114116), UNITOPERATION_MOVE_TO (19)
249, Adding, 8, UNIT_TREBUCHET (786438), UNITOPERATION_MOVE_TO (19)
249, Adding, 9, UNIT_BOMBARD (1179652), UNITOPERATION_MOVE_TO (19)
249, Adding, 9, UNIT_SETTLER (589826), UNITOPERATION_MOVE_TO (19)
249, Adding, 9, UNIT_SETTLER (589826), UNITOPERATION_SKIP_TURN (36)
249, Adding, 9, UNIT_BUILDER (1114118), UNITOPERATION_SKIP_TURN (36)
249, Adding, 11, UNIT_TREBUCHET (786433), UNITOPERATION_FORTIFY (12)
249, Can't Start, 11, UNIT_TREBUCHET (786433), UNITOPERATION_FORTIFY (12)
249, Adding, 11, UNIT_PIKEMAN (851975), UNITOPERATION_MOVE_TO (19)
249, Adding, 11, UNIT_BUILDER (655363), UNITOPERATION_SKIP_TURN (36)
249, Adding, 12, UNIT_CROSSBOWMAN (917504), UNITOPERATION_MOVE_TO (19)
249, Adding, 12, UNIT_BOMBARD (1114113), UNITOPERATION_MOVE_TO (19)
249, Adding, 12, UNIT_CROSSBOWMAN (1048583), UNITOPERATION_MOVE_TO (19)
249, Adding, 12, UNIT_BUILDER (589826), UNITOPERATION_SKIP_TURN (36)
249, Adding, 13, UNIT_CROSSBOWMAN (1048578), UNITOPERATION_MOVE_TO (19)
249, Adding, 13, UNIT_PIKEMAN (851972), UNITOPERATION_MOVE_TO (19)
249, Adding, 13, UNIT_CROSSBOWMAN (786438), UNITOPERATION_MOVE_TO (19)
249, Adding, 13, UNIT_BUILDER (983045), UNITOPERATION_SKIP_TURN (36)
249, Adding, 14, UNIT_PIKEMAN (851970), UNITOPERATION_MOVE_TO (19)
249, Can't Start, 14, UNIT_PIKEMAN (851970), UNITOPERATION_MOVE_TO (19)
249, Adding, 14, UNIT_PIKEMAN (720902), UNITOPERATION_MOVE_TO (19)
249, Can't Start, 14, UNIT_PIKEMAN (720902), UNITOPERATION_MOVE_TO (19)
249, Adding, 14, UNIT_TREBUCHET (786433), UNITOPERATION_MOVE_TO (19)
249, Can't Start, 14, UNIT_TREBUCHET (786433), UNITOPERATION_MOVE_TO (19)
249, Adding, 14, UNIT_BUILDER (458752), UNITOPERATION_SKIP_TURN (36)
249, Adding, 63, UNIT_ARCHER (4325377), UNITOPERATION_MOVE_TO (19)
249, Can't Start, 63, UNIT_ARCHER (4325377), UNITOPERATION_MOVE_TO (19)
249, Adding, 63, UNIT_MUSKETMAN (17170477), UNITOPERATION_PILLAGE (23)
249, Adding, 63, UNIT_SETTLER (17629251), UNITOPERATION_MOVE_TO (19)
249, Adding, 63, UNIT_SPEARMAN (589832), UNITOPERATION_FORTIFY (12)
249, Can't Start, 63, UNIT_SPEARMAN (589832), UNITOPERATION_FORTIFY (12)
249, Adding, 63, UNIT_SPEARMAN (1769498), UNITOPERATION_FORTIFY (12)
249, Can't Start, 63, UNIT_SPEARMAN (1769498), UNITOPERATION_FORTIFY (12)
249, Adding, 63, UNIT_SPEARMAN (720906), UNITOPERATION_FORTIFY (12)
249, Can't Start, 63, UNIT_SPEARMAN (720906), UNITOPERATION_FORTIFY (12)
249, Adding, 63, UNIT_SPEARMAN (327684), UNITOPERATION_FORTIFY (12)
249, Can't Start, 63, UNIT_SPEARMAN (327684), UNITOPERATION_FORTIFY (12)
249, Adding, 63, UNIT_QUADRIREME (4390936), UNITOPERATION_SWAP_UNITS (49)
249, Can't Start, 63, UNIT_QUADRIREME (4390936), UNITOPERATION_SWAP_UNITS (49)
249, Adding, 63, UNIT_QUADRIREME (4390936), UNITOPERATION_MOVE_TO (19)
249, Adding, 63, UNIT_GALLEY (7405626), UNITOPERATION_SWAP_UNITS (49)
249, Can't Start, 63, UNIT_GALLEY (7405626), UNITOPERATION_SWAP_UNITS (49)
249, Adding, 63, UNIT_GALLEY (7405626), UNITOPERATION_MOVE_TO (19)
249, Adding, 63, UNIT_GALLEY (9633854), UNITOPERATION_SWAP_UNITS (49)
249, Can't Start, 63, UNIT_GALLEY (9633854), UNITOPERATION_SWAP_UNITS (49)
249, Adding, 63, UNIT_GALLEY (9633854), UNITOPERATION_MOVE_TO (19)
249, Adding, 63, UNIT_GALLEY (7405626), UNITOPERATION_MOVE_TO (19)
249, Adding, 63, UNIT_GALLEY (9633854), UNITOPERATION_MOVE_TO (19)
249, Adding, 63, UNIT_CROSSBOWMAN (17235987), UNITOPERATION_FORTIFY (12)
249, Adding, 63, UNIT_ARCHER (8323077), UNITOPERATION_MOVE_TO (19)
249, Adding, 63, UNIT_GALLEY (8454150), UNITOPERATION_MOVE_TO (19)
249, Adding, 63, UNIT_MAN_AT_ARMS (15859747), UNITOPERATION_MOVE_TO (19)
249, Adding, 63, UNIT_QUADRIREME (5636132), UNITOPERATION_MOVE_TO (19)
249, Adding, 63, UNIT_CROSSBOWMAN (17498162), UNITOPERATION_MOVE_TO (19)
249, Adding, 63, UNIT_MUSKETMAN (17432628), UNITOPERATION_MOVE_TO (19)
249, Adding, 63, UNIT_MUSKETMAN (17563702), UNITOPERATION_MOVE_TO (19)
249, Adding, 63, UNIT_TREBUCHET (16449595), UNITOPERATION_MOVE_TO (19)
249, Adding, 63, UNIT_MUSKETMAN (16580674), UNITOPERATION_MOVE_TO (19)
249, Adding, 63, UNIT_MUSKETMAN (16318533), UNITOPERATION_MOVE_TO (19)
249, Adding, 63, UNIT_MUSKETMAN (16842824), UNITOPERATION_MOVE_TO (19)
249, Adding, 63, UNIT_BUILDER (9502729), UNITOPERATION_SKIP_TURN (36)
249, Adding, 63, UNIT_SCOUT (17104912), UNITOPERATION_SKIP_TURN (36)
249, Adding, 63, UNIT_SCOUT (9109522), UNITOPERATION_SKIP_TURN (36)
249, Adding, 63, UNIT_BATTERING_RAM (16252951), UNITOPERATION_SKIP_TURN (36)
249, Adding, 63, UNIT_BATTERING_RAM (15597598), UNITOPERATION_SKIP_TURN (36)
249, Adding, 63, UNIT_BUILDER (16515110), UNITOPERATION_SKIP_TURN (36)
249, Adding, 63, UNIT_GALLEY (11599911), UNITOPERATION_SKIP_TURN (36)
249, Adding, 63, UNIT_SCOUT (7798828), UNITOPERATION_SKIP_TURN (36)
249, Adding, 63, UNIT_SETTLER (17039420), UNITOPERATION_SKIP_TURN (36)
249, Adding, 63, UNIT_BATTERING_RAM (16908351), UNITOPERATION_SKIP_TURN (36)
249, Adding, 63, UNIT_SETTLER (16711745), UNITOPERATION_SKIP_TURN (36)
250, Adding, 0, UNIT_SETTLER (3538952), UNITOPERATION_MOVE_TO (19)
250, Adding, 0, UNIT_TRADER (3670021), UNITOPERATION_TELEPORT_TO_CITY (51)
250, Adding, 0, UNIT_SETTLER (3538952), UNITOPERATION_MOVE_TO (19)
250, Adding, 0, UNIT_BUILDER (3604483), UNITOPERATION_MOVE_TO (19)
250, Adding, 1, UNIT_SPEARMAN (1769478), UNITOPERATION_MOVE_TO (19)
250, Adding, 1, UNIT_SPEARMAN (1769478), UNITOPERATION_MOVE_TO (19)
250, Adding, 2, UNIT_SETTLER (3342341), UNITOPERATION_MOVE_TO (19)
250, Adding, 2, UNIT_BUILDER (3080194), UNITOPERATION_SWAP_UNITS (49)
250, Can't Start, 2, UNIT_BUILDER (3080194), UNITOPERATION_SWAP_UNITS (49)
250, Adding, 2, UNIT_BUILDER (3080194), UNITOPERATION_MOVE_TO (19)
250, Adding, 2, UNIT_BUILDER (2883592), UNITOPERATION_MOVE_TO (19)
250, Adding, 2, UNIT_BUILDER (3276800), UNITOPERATION_SWAP_UNITS (49)
250, Can't Start, 2, UNIT_BUILDER (3276800), UNITOPERATION_SWAP_UNITS (49)
250, Adding, 2, UNIT_BUILDER (3276800), UNITOPERATION_MOVE_TO (19)
250, Adding, 2, UNIT_GURU (2490374), UNITOPERATION_FORTIFY (12)
250, Can't Start, 2, UNIT_GURU (2490374), UNITOPERATION_FORTIFY (12)
250, Adding, 3, UNIT_TRADER (393220), UNITOPERATION_MAKE_TRADE_ROUTE (18)
250, Can't Start, 3, UNIT_TRADER (393220), UNITOPERATION_MAKE_TRADE_ROUTE (18)
250, Adding, 3, UNIT_BUILDER (3801095), UNITOPERATION_REMOVE_FEATURE (28)
250, Adding, 3, UNIT_BUILDER (4063238), UNITOPERATION_SWAP_UNITS (49)
250, Can't Start, 3, UNIT_BUILDER (4063238), UNITOPERATION_SWAP_UNITS (49)
250, Adding, 3, UNIT_BUILDER (4063238), UNITOPERATION_MOVE_TO (19)
250, Adding, 3, UNIT_MISSIONARY (3342341), UNITOPERATION_MOVE_TO (19)
250, Adding, 3, UNIT_MISSIONARY (3604489), UNITOPERATION_MOVE_TO (19)
250, Adding, 3, UNIT_GURU (1638408), UNITOPERATION_FORTIFY (12)
250, Can't Start, 3, UNIT_GURU (1638408), UNITOPERATION_FORTIFY (12)
250, Adding, 3, UNIT_GURU (3473418), UNITOPERATION_FORTIFY (12)
250, Can't Start, 3, UNIT_GURU (3473418), UNITOPERATION_FORTIFY (12)
250, Adding, 3, UNIT_MISSIONARY (3997696), UNITOPERATION_MOVE_TO (19)
250, Adding, 3, UNIT_MISSIONARY (3670017), UNITOPERATION_MOVE_TO (19)
250, Adding, 3, UNIT_MISSIONARY (3932172), UNITOPERATION_MOVE_TO (19)
250, Adding, 3, UNIT_MISSIONARY (4128781), UNITOPERATION_MOVE_TO (19)
250, Adding, 3, UNIT_GREAT_ADMIRAL (2424843), UNITOPERATION_MOVE_TO (19)
250, Adding, 3, UNIT_GREAT_ADMIRAL (2424843), UNITOPERATION_MOVE_TO (19)
250, Adding, 3, UNIT_GREAT_ADMIRAL (2424843), UNITOPERATION_MOVE_TO (19)
250, Can't Start, 3, UNIT_TRADER (393220), UNITOPERATION_MAKE_TRADE_ROUTE (18)
250, Adding, 4, UNIT_MUSKETMAN (3538954), UNITOPERATION_MOVE_TO (19)
250, Adding, 4, UNIT_BOMBARD (2686982), UNITOPERATION_SWAP_UNITS (49)
250, Can't Start, 4, UNIT_BOMBARD (2686982), UNITOPERATION_SWAP_UNITS (49)
250, Adding, 4, UNIT_BOMBARD (2686982), UNITOPERATION_MOVE_TO (19)
250, Adding, 4, UNIT_KNIGHT (3080195), UNITOPERATION_SWAP_UNITS (49)
250, Can't Start, 4, UNIT_KNIGHT (3080195), UNITOPERATION_SWAP_UNITS (49)
250, Adding, 4, UNIT_KNIGHT (3080195), UNITOPERATION_MOVE_TO (19)
250, Adding, 4, UNIT_KNIGHT (3080195), UNITOPERATION_MOVE_TO (19)
250, Adding, 4, UNIT_BUILDER (3407876), UNITOPERATION_SWAP_UNITS (49)
250, Can't Start, 4, UNIT_BUILDER (3407876), UNITOPERATION_SWAP_UNITS (49)
250, Adding, 4, UNIT_BUILDER (3407876), UNITOPERATION_MOVE_TO (19)
250, Adding, 4, UNIT_GURU (3473413), UNITOPERATION_FORTIFY (12)
250, Can't Start, 4, UNIT_GURU (3473413), UNITOPERATION_FORTIFY (12)
250, Adding, 4, UNIT_MISSIONARY (3014657), UNITOPERATION_MOVE_TO (19)
250, Adding, 4, UNIT_MISSIONARY (3145736), UNITOPERATION_MOVE_TO (19)
250, Adding, 5, UNIT_CHINESE_CROUCHING_TIGER (2162688), UNITOPERATION_MOVE_TO (19)
250, Can't Start, 5, UNIT_CHINESE_CROUCHING_TIGER (2162688), UNITOPERATION_MOVE_TO (19)
250, Adding, 5, UNIT_BUILDER (2228228), UNITOPERATION_SWAP_UNITS (49)
250, Can't Start, 5, UNIT_BUILDER (2228228), UNITOPERATION_SWAP_UNITS (49)
250, Adding, 5, UNIT_BUILDER (2228228), UNITOPERATION_MOVE_TO (19)
250, Adding, 5, UNIT_CHINESE_CROUCHING_TIGER (2359301), UNITOPERATION_MOVE_TO (19)
250, Adding, 6, UNIT_CROSSBOWMAN (1310724), UNITOPERATION_MOVE_TO (19)
250, Can't Start, 6, UNIT_CROSSBOWMAN (1310724), UNITOPERATION_MOVE_TO (19)
250, Adding, 6, UNIT_SETTLER (1245190), UNITOPERATION_SKIP_TURN (36)
250, Adding, 7, UNIT_TREBUCHET (1114115), UNITOPERATION_FORTIFY (12)
250, Adding, 7, UNIT_MUSKETMAN (1179648), UNITOPERATION_MOVE_TO (19)
250, Adding, 7, UNIT_CROSSBOWMAN (983045), UNITOPERATION_MOVE_TO (19)
250, Adding, 7, UNIT_TREBUCHET (851974), UNITOPERATION_MOVE_TO (19)
250, Adding, 7, UNIT_BUILDER (1048580), UNITOPERATION_SKIP_TURN (36)
250, Adding, 8, UNIT_TREBUCHET (786438), UNITOPERATION_MOVE_TO (19)
250, Adding, 8, UNIT_CROSSBOWMAN (1114116), UNITOPERATION_MOVE_TO (19)
250, Adding, 8, UNIT_BUILDER (1048583), UNITOPERATION_SWAP_UNITS (49)
250, Can't Start, 8, UNIT_BUILDER (1048583), UNITOPERATION_SWAP_UNITS (49)
250, Adding, 8, UNIT_BUILDER (1048583), UNITOPERATION_MOVE_TO (19)
250, Adding, 9, UNIT_BOMBARD (1179652), UNITOPERATION_MOVE_TO (19)
250, Adding, 9, UNIT_SETTLER (589826), UNITOPERATION_MOVE_TO (19)
250, Adding, 9, UNIT_SETTLER (589826), UNITOPERATION_SKIP_TURN (36)
250, Adding, 9, UNIT_BUILDER (1114118), UNITOPERATION_SKIP_TURN (36)
250, Adding, 11, UNIT_TREBUCHET (786433), UNITOPERATION_MOVE_TO (19)
250, Adding, 11, UNIT_PIKEMAN (851975), UNITOPERATION_MOVE_TO (19)
250, Adding, 11, UNIT_BUILDER (655363), UNITOPERATION_SKIP_TURN (36)
250, Adding, 12, UNIT_CROSSBOWMAN (917504), UNITOPERATION_MOVE_TO (19)
250, Adding, 12, UNIT_BOMBARD (1114113), UNITOPERATION_MOVE_TO (19)
250, Adding, 12, UNIT_CROSSBOWMAN (1048583), UNITOPERATION_MOVE_TO (19)
250, Adding, 12, UNIT_BUILDER (589826), UNITOPERATION_SKIP_TURN (36)
250, Adding, 13, UNIT_CROSSBOWMAN (1048578), UNITOPERATION_MOVE_TO (19)
250, Adding, 13, UNIT_PIKEMAN (851972), UNITOPERATION_MOVE_TO (19)
250, Adding, 13, UNIT_CROSSBOWMAN (786438), UNITOPERATION_MOVE_TO (19)
250, Adding, 13, UNIT_BUILDER (983045), UNITOPERATION_SKIP_TURN (36)
250, Adding, 14, UNIT_PIKEMAN (851970), UNITOPERATION_MOVE_TO (19)
250, Can't Start, 14, UNIT_PIKEMAN (851970), UNITOPERATION_MOVE_TO (19)
250, Adding, 14, UNIT_PIKEMAN (720902), UNITOPERATION_MOVE_TO (19)
250, Can't Start, 14, UNIT_PIKEMAN (720902), UNITOPERATION_MOVE_TO (19)
250, Adding, 14, UNIT_TREBUCHET (786433), UNITOPERATION_MOVE_TO (19)
250, Can't Start, 14, UNIT_TREBUCHET (786433), UNITOPERATION_MOVE_TO (19)
250, Adding, 14, UNIT_BUILDER (458752), UNITOPERATION_SKIP_TURN (36)
250, Adding, 63, UNIT_ARCHER (4325377), UNITOPERATION_MOVE_TO (19)
250, Can't Start, 63, UNIT_ARCHER (4325377), UNITOPERATION_MOVE_TO (19)
250, Adding, 63, UNIT_MUSKETMAN (17170477), UNITOPERATION_PILLAGE (23)
250, Adding, 63, UNIT_SETTLER (17629251), UNITOPERATION_MOVE_TO (19)
250, Adding, 63, UNIT_SPEARMAN (589832), UNITOPERATION_FORTIFY (12)
250, Can't Start, 63, UNIT_SPEARMAN (589832), UNITOPERATION_FORTIFY (12)
250, Adding, 63, UNIT_SPEARMAN (1769498), UNITOPERATION_FORTIFY (12)
250, Can't Start, 63, UNIT_SPEARMAN (1769498), UNITOPERATION_FORTIFY (12)
250, Adding, 63, UNIT_SPEARMAN (720906), UNITOPERATION_FORTIFY (12)
250, Can't Start, 63, UNIT_SPEARMAN (720906), UNITOPERATION_FORTIFY (12)
250, Adding, 63, UNIT_SPEARMAN (327684), UNITOPERATION_FORTIFY (12)
250, Can't Start, 63, UNIT_SPEARMAN (327684), UNITOPERATION_FORTIFY (12)
250, Adding, 63, UNIT_MUSKETMAN (17563702), UNITOPERATION_MOVE_TO (19)
250, Adding, 63, UNIT_CROSSBOWMAN (17235987), UNITOPERATION_FORTIFY (12)
250, Can't Start, 63, UNIT_CROSSBOWMAN (17235987), UNITOPERATION_FORTIFY (12)
250, Adding, 63, UNIT_ARCHER (8323077), UNITOPERATION_MOVE_TO (19)
250, Adding, 63, UNIT_GALLEY (8454150), UNITOPERATION_MOVE_TO (19)
250, Adding, 63, UNIT_QUADRIREME (4390936), UNITOPERATION_MOVE_TO (19)
250, Adding, 63, UNIT_MAN_AT_ARMS (15859747), UNITOPERATION_MOVE_TO (19)
250, Adding, 63, UNIT_QUADRIREME (5636132), UNITOPERATION_MOVE_TO (19)
250, Adding, 63, UNIT_CROSSBOWMAN (17498162), UNITOPERATION_MOVE_TO (19)
250, Adding, 63, UNIT_MUSKETMAN (17432628), UNITOPERATION_MOVE_TO (19)
250, Adding, 63, UNIT_GALLEY (7405626), UNITOPERATION_MOVE_TO (19)
250, Adding, 63, UNIT_TREBUCHET (16449595), UNITOPERATION_MOVE_TO (19)
250, Adding, 63, UNIT_GALLEY (9633854), UNITOPERATION_MOVE_TO (19)
250, Adding, 63, UNIT_MUSKETMAN (16580674), UNITOPERATION_MOVE_TO (19)
250, Adding, 63, UNIT_MUSKETMAN (16318533), UNITOPERATION_MOVE_TO (19)
250, Adding, 63, UNIT_MUSKETMAN (16842824), UNITOPERATION_MOVE_TO (19)
250, Adding, 63, UNIT_BATTERING_RAM (16252951), UNITOPERATION_MOVE_TO (19)
250, Adding, 63, UNIT_BUILDER (9502729), UNITOPERATION_SKIP_TURN (36)
250, Adding, 63, UNIT_SCOUT (17104912), UNITOPERATION_SKIP_TURN (36)
250, Adding, 63, UNIT_SCOUT (9109522), UNITOPERATION_SKIP_TURN (36)
