[2021-06-03 23:15:08]	,            GameCoreEvent::GovernmentPolicyChanged, 7.82 ms
[2021-06-03 23:15:08]	,                LuaContext::CityBannerManager, 9.92 ms
[2021-06-03 23:15:08]	,            GameCoreEvent::GovernmentPolicyChanged, 10.12 ms
[2021-06-03 23:15:08]	,                LuaContext::CityBannerManager, 6.81 ms
[2021-06-03 23:15:08]	,            GameCoreEvent::GovernmentPolicyChanged, 7.00 ms
[2021-06-03 23:15:08]	,                LuaContext::CityBannerManager, 10.00 ms
[2021-06-03 23:15:08]	,            GameCoreEvent::GovernmentPolicyChanged, 10.20 ms
[2021-06-03 23:15:08]	,                LuaContext::CityBannerManager, 8.51 ms
[2021-06-03 23:15:08]	,            GameCoreEvent::GovernmentPolicyChanged, 8.72 ms
[2021-06-03 23:15:08]	,        Civ6App_PublishGameCoreEvents, 86.64 ms
